,Vdc,Idc,Pac
2019-08-20 05:45:00+00:00,491.0,0.0399999991,1.0
2019-08-20 06:00:00+00:00,553.0,0.050000000700000005,1.0
2019-08-20 06:15:00+00:00,593.0,0.0299999993,3.0
2019-08-20 06:30:00+00:00,579.0,0.23999999460000002,7.0
2019-08-20 06:45:00+00:00,472.0,1.3700000048,193.0
2019-08-20 07:00:00+00:00,539.0,1.8899999857,519.0
2019-08-20 07:15:00+00:00,524.0,1.2799999714,192.0
2019-08-20 07:30:00+00:00,547.0,3.0899999142,1201.0
2019-08-20 07:45:00+00:00,557.0,2.9900000095,1153.0
2019-08-20 08:00:00+00:00,579.0,4.9299998283,2309.0
2019-08-20 08:15:00+00:00,579.0,5.0599999428,2383.0
2019-08-20 08:30:00+00:00,596.0,6.4899997711,3281.0
2019-08-20 08:45:00+00:00,595.0,8.1400003433,4274.0
2019-08-20 09:00:00+00:00,611.0,15.1899995804,8650.0
2019-08-20 09:15:00+00:00,609.0,17.6000003815,10071.0
2019-08-20 09:30:00+00:00,604.0,14.1599998474,7941.0
2019-08-20 09:45:00+00:00,608.0,19.0900001526,10932.0
2019-08-20 10:00:00+00:00,606.0,23.7600002289,13685.0
2019-08-20 10:15:00+00:00,601.0,31.25,18003.0
2019-08-20 10:30:00+00:00,595.0,29.7299995422,16947.0
2019-08-20 10:45:00+00:00,593.0,48.8899993896,27994.0
2019-08-20 11:00:00+00:00,554.0,101.3000030518,54726.0
2019-08-20 11:15:00+00:00,528.0,90.7600021362,46870.0
2019-08-20 11:30:00+00:00,553.0,56.3699989319,30591.0
2019-08-20 11:45:00+00:00,555.0,66.1900024414,36009.0
2019-08-20 12:00:00+00:00,552.0,59.3400001526,32136.0
2019-08-20 12:15:00+00:00,561.0,48.6399993896,26750.0
2019-08-20 12:30:00+00:00,563.0,51.8800010681,28598.0
2019-08-20 12:45:00+00:00,564.0,52.6500015259,29082.0
2019-08-20 13:00:00+00:00,558.0,64.5299987793,35304.0
2019-08-20 13:15:00+00:00,554.0,62.5400009155,33945.0
2019-08-20 13:30:00+00:00,552.0,63.0299987793,34112.0
2019-08-20 13:45:00+00:00,539.0,88.3799972534,46606.0
2019-08-20 14:00:00+00:00,525.0,83.6100006104,43054.0
2019-08-20 14:15:00+00:00,531.0,83.75,43405.0
2019-08-20 14:30:00+00:00,520.0,82.9899978638,42246.0
2019-08-20 14:45:00+00:00,531.0,80.1699981689,41716.0
2019-08-20 15:00:00+00:00,536.0,75.7699966431,39796.0
2019-08-20 15:15:00+00:00,540.0,34.5999984741,18145.0
2019-08-20 15:30:00+00:00,556.0,21.7099990845,11616.0
2019-08-20 15:45:00+00:00,565.0,16.1100006104,8647.0
2019-08-20 16:00:00+00:00,569.0,14.9799995422,8057.0
2019-08-20 16:15:00+00:00,574.0,16.4899997711,9004.0
2019-08-20 16:30:00+00:00,577.0,17.9699993134,9904.0
2019-08-20 16:45:00+00:00,580.0,19.5,10837.0
2019-08-20 17:00:00+00:00,589.0,44.8899993896,25832.0
2019-08-20 17:15:00+00:00,575.0,38.5400009155,21595.0
2019-08-20 17:30:00+00:00,575.0,30.9500007629,17268.0
2019-08-20 17:45:00+00:00,579.0,22.9300003052,12804.0
2019-08-20 18:00:00+00:00,578.0,17.0699996948,9380.0
2019-08-20 18:15:00+00:00,573.0,11.9300003052,6403.0
2019-08-20 18:30:00+00:00,570.0,5.6700000763,2806.0
2019-08-20 18:45:00+00:00,543.0,3.2200000286,1334.0
2019-08-20 19:00:00+00:00,495.0,1.4299999475,294.0
2019-08-20 19:15:00+00:00,579.0,-0.0399999991,-59.0
2019-08-21 05:15:00+00:00,537.0,0.0399999991,1.0
2019-08-21 05:30:00+00:00,611.0,0.1800000072,-17.0
2019-08-21 05:45:00+00:00,523.0,2.0599999428,585.0
2019-08-21 06:00:00+00:00,589.0,4.1799998283,1891.0
2019-08-21 06:15:00+00:00,608.0,5.3299999237,2657.0
2019-08-21 06:30:00+00:00,620.0,7.9099998474,4292.0
2019-08-21 06:45:00+00:00,631.0,9.3699998856,5275.0
2019-08-21 07:00:00+00:00,624.0,11.6999998093,6663.0
2019-08-21 07:15:00+00:00,630.0,17.8999996185,10556.0
2019-08-21 07:30:00+00:00,624.0,20.7700004578,12229.0
2019-08-21 07:45:00+00:00,617.0,17.6299991608,10208.0
2019-08-21 08:00:00+00:00,619.0,22.75,13356.0
2019-08-21 08:15:00+00:00,617.0,34.3100013733,20328.0
2019-08-21 08:30:00+00:00,609.0,43.2299995422,25453.0
2019-08-21 08:45:00+00:00,595.0,51.0499992371,29474.0
2019-08-21 09:00:00+00:00,583.0,56.5699996948,32050.0
2019-08-21 09:15:00+00:00,573.0,60.1800003052,33603.0
2019-08-21 09:30:00+00:00,565.0,66.0699996948,36436.0
2019-08-21 09:45:00+00:00,556.0,71.3300018311,38745.0
2019-08-21 10:00:00+00:00,551.0,75.6999969482,40843.0
2019-08-21 10:15:00+00:00,544.0,79.4800033569,42367.0
2019-08-21 10:30:00+00:00,538.0,84.3099975586,44550.0
2019-08-21 10:45:00+00:00,534.0,87.8099975586,46015.0
2019-08-21 11:00:00+00:00,530.0,88.8700027466,46274.0
2019-08-21 11:15:00+00:00,530.0,93.8700027466,48759.0
2019-08-21 11:30:00+00:00,524.0,93.0,47796.0
2019-08-21 11:45:00+00:00,524.0,98.7200012207,50750.0
2019-08-21 12:00:00+00:00,518.0,101.8300018311,51809.0
2019-08-21 12:15:00+00:00,525.0,89.5400009155,46043.0
2019-08-21 12:30:00+00:00,531.0,97.8099975586,50848.0
2019-08-21 12:45:00+00:00,530.0,79.1699981689,41173.0
2019-08-21 13:00:00+00:00,534.0,83.9899978638,43912.0
2019-08-21 13:15:00+00:00,515.0,104.6600036621,52870.0
2019-08-21 13:30:00+00:00,512.0,100.5100021362,50519.0
2019-08-21 13:45:00+00:00,513.0,99.0400009155,49829.0
2019-08-21 14:00:00+00:00,512.0,97.2099990845,48885.0
2019-08-21 14:15:00+00:00,514.0,95.0500030518,47931.0
2019-08-21 14:30:00+00:00,515.0,92.4899978638,46690.0
2019-08-21 14:45:00+00:00,517.0,90.7200012207,46012.0
2019-08-21 15:00:00+00:00,522.0,86.4899978638,44287.0
2019-08-21 15:15:00+00:00,526.0,81.9300003052,42252.0
2019-08-21 15:30:00+00:00,529.0,77.5999984741,40267.0
2019-08-21 15:45:00+00:00,532.0,72.8799972534,38098.0
2019-08-21 16:00:00+00:00,541.0,67.5100021362,35804.0
2019-08-21 16:15:00+00:00,545.0,62.7799987793,33543.0
2019-08-21 16:30:00+00:00,548.0,57.7700004578,31022.0
2019-08-21 16:45:00+00:00,554.0,51.7000007629,28046.0
2019-08-21 17:00:00+00:00,558.0,44.9300003052,24537.0
2019-08-21 17:15:00+00:00,563.0,39.0600013733,21473.0
2019-08-21 17:30:00+00:00,567.0,33.2000007629,18305.0
2019-08-21 17:45:00+00:00,571.0,26.5,14660.0
2019-08-21 18:00:00+00:00,571.0,19.9200000763,10944.0
2019-08-21 18:15:00+00:00,565.0,13.2100000381,7020.0
2019-08-21 18:30:00+00:00,557.0,6.3899998665,3119.0
2019-08-21 18:45:00+00:00,535.0,3.0099999905,1202.0
2019-08-21 19:00:00+00:00,512.0,1.3899999857,318.0
2019-08-21 19:15:00+00:00,571.0,-0.009999999800000001,-57.0
2019-08-22 05:15:00+00:00,490.0,0.0799999982,3.0
2019-08-22 05:30:00+00:00,601.0,0.0799999982,1.0
2019-08-22 05:45:00+00:00,523.0,1.1599999666,157.0
2019-08-22 06:00:00+00:00,559.0,2.1600000858,646.0
2019-08-22 06:15:00+00:00,582.0,3.25,1315.0
2019-08-22 06:30:00+00:00,602.0,4.0900001526,1886.0
2019-08-22 06:45:00+00:00,630.0,5.8000001907000005,3065.0
2019-08-22 07:00:00+00:00,627.0,9.3800001144,5254.0
2019-08-22 07:15:00+00:00,632.0,13.8299999237,8044.0
2019-08-22 07:30:00+00:00,622.0,19.6599998474,11494.0
2019-08-22 07:45:00+00:00,626.0,25.6499996185,15257.0
2019-08-22 08:00:00+00:00,620.0,31.7700004578,18835.0
2019-08-22 08:15:00+00:00,612.0,37.7599983215,22258.0
2019-08-22 08:30:00+00:00,606.0,43.6899986267,25577.0
2019-08-22 08:45:00+00:00,592.0,49.5999984741,28405.0
2019-08-22 09:00:00+00:00,579.0,55.2999992371,31068.0
2019-08-22 09:15:00+00:00,569.0,60.7799987793,33651.0
2019-08-22 09:30:00+00:00,560.0,65.9499969482,36023.0
2019-08-22 09:45:00+00:00,553.0,70.9599990845,38331.0
2019-08-22 10:00:00+00:00,549.0,75.3899993896,40446.0
2019-08-22 10:15:00+00:00,540.0,79.6600036621,42137.0
2019-08-22 10:30:00+00:00,532.0,83.7399978638,43667.0
2019-08-22 10:45:00+00:00,527.0,87.1299972534,45042.0
2019-08-22 11:00:00+00:00,523.0,90.2300033569,46235.0
2019-08-22 11:15:00+00:00,520.0,93.0100021362,47454.0
2019-08-22 11:30:00+00:00,517.0,95.5299987793,48448.0
2019-08-22 11:45:00+00:00,515.0,97.5299987793,49184.0
2019-08-22 12:00:00+00:00,513.0,98.7399978638,49669.0
2019-08-22 12:15:00+00:00,513.0,99.8399963379,50152.0
2019-08-22 12:30:00+00:00,514.0,100.5899963379,50687.0
2019-08-22 12:45:00+00:00,516.0,100.9499969482,51037.0
2019-08-22 13:00:00+00:00,512.0,100.8600006104,50613.0
2019-08-22 13:15:00+00:00,511.0,100.0400009155,50123.0
2019-08-22 13:30:00+00:00,512.0,99.2699966431,49808.0
2019-08-22 13:45:00+00:00,513.0,97.8799972534,49261.0
2019-08-22 14:00:00+00:00,514.0,95.8899993896,48321.0
2019-08-22 14:15:00+00:00,512.0,93.8099975586,47094.0
2019-08-22 14:30:00+00:00,518.0,91.4000015259,46284.0
2019-08-22 14:45:00+00:00,519.0,88.3099975586,44940.0
2019-08-22 15:00:00+00:00,523.0,84.6699981689,43406.0
2019-08-22 15:15:00+00:00,527.0,80.8499984741,41776.0
2019-08-22 15:30:00+00:00,532.0,76.5599975586,39929.0
2019-08-22 15:45:00+00:00,536.0,72.1200027466,37892.0
2019-08-22 16:00:00+00:00,539.0,67.1800003052,35467.0
2019-08-22 16:15:00+00:00,545.0,61.9599990845,33050.0
2019-08-22 16:30:00+00:00,548.0,56.4000015259,30256.0
2019-08-22 16:45:00+00:00,552.0,50.75,27354.0
2019-08-22 17:00:00+00:00,557.0,44.4300003052,24190.0
2019-08-22 17:15:00+00:00,563.0,38.3199996948,21025.0
2019-08-22 17:30:00+00:00,566.0,32.0900001526,17631.0
2019-08-22 17:45:00+00:00,570.0,25.6800003052,14139.0
2019-08-22 18:00:00+00:00,570.0,19.4599990845,10634.0
2019-08-22 18:15:00+00:00,554.0,12.4799995422,6493.0
2019-08-22 18:30:00+00:00,533.0,5.5799999237,2564.0
2019-08-22 18:45:00+00:00,521.0,2.3399999142,799.0
2019-08-22 19:00:00+00:00,522.0,0.8700000048000001,77.0
2019-08-22 19:15:00+00:00,546.0,-0.0799999982,-14.0
2019-08-23 05:15:00+00:00,522.0,0.0700000003,1.0
2019-08-23 05:30:00+00:00,608.0,0.0399999991,2.0
2019-08-23 05:45:00+00:00,513.0,1.1799999475,207.0
2019-08-23 06:00:00+00:00,562.0,2.2300000191000002,745.0
2019-08-23 06:15:00+00:00,570.0,3.2799999714,1332.0
2019-08-23 06:30:00+00:00,598.0,4.3200001717,2022.0
2019-08-23 06:45:00+00:00,626.0,5.8899998665,3093.0
2019-08-23 07:00:00+00:00,619.0,9.1099996567,5015.0
2019-08-23 07:15:00+00:00,620.0,13.529999733,7723.0
2019-08-23 07:30:00+00:00,614.0,18.9300003052,10923.0
2019-08-23 07:45:00+00:00,617.0,24.6299991608,14419.0
2019-08-23 08:00:00+00:00,612.0,30.4799995422,17835.0
2019-08-23 08:15:00+00:00,606.0,36.2700004578,21118.0
2019-08-23 08:30:00+00:00,594.0,42.0099983215,24119.0
2019-08-23 08:45:00+00:00,583.0,47.6199989319,26898.0
2019-08-23 09:00:00+00:00,573.0,53.0699996948,29573.0
2019-08-23 09:15:00+00:00,563.0,58.4500007629,32055.0
2019-08-23 09:30:00+00:00,554.0,63.5999984741,34387.0
2019-08-23 09:45:00+00:00,549.0,68.25,36587.0
2019-08-23 10:00:00+00:00,544.0,72.6200027466,38650.0
2019-08-23 10:15:00+00:00,536.0,77.0599975586,40487.0
2019-08-23 10:30:00+00:00,528.0,81.2300033569,42093.0
2019-08-23 10:45:00+00:00,524.0,84.5,43440.0
2019-08-23 11:00:00+00:00,519.0,87.5500030518,44605.0
2019-08-23 11:15:00+00:00,516.0,89.9100036621,45523.0
2019-08-23 11:30:00+00:00,514.0,91.9499969482,46375.0
2019-08-23 11:45:00+00:00,512.0,94.1999969482,47306.0
2019-08-23 12:00:00+00:00,507.0,96.1200027466,47802.0
2019-08-23 12:15:00+00:00,503.0,97.25,48066.0
2019-08-23 12:30:00+00:00,506.0,97.8499984741,48608.0
2019-08-23 12:45:00+00:00,503.0,98.1200027466,48394.0
2019-08-23 13:00:00+00:00,499.0,98.1600036621,48126.0
2019-08-23 13:15:00+00:00,500.0,97.3600006104,47773.0
2019-08-23 13:30:00+00:00,499.0,96.5599975586,47312.0
2019-08-23 13:45:00+00:00,501.0,95.3099975586,46872.0
2019-08-23 14:00:00+00:00,501.0,93.7900009155,46121.0
2019-08-23 14:15:00+00:00,504.0,91.1800003052,45093.0
2019-08-23 14:30:00+00:00,503.0,88.6399993896,43809.0
2019-08-23 14:45:00+00:00,507.0,85.5800018311,42578.0
2019-08-23 15:00:00+00:00,510.0,82.4400024414,41260.0
2019-08-23 15:15:00+00:00,513.0,78.4599990845,39485.0
2019-08-23 15:30:00+00:00,516.0,74.9100036621,37970.0
2019-08-23 15:45:00+00:00,520.0,69.6900024414,35593.0
2019-08-23 16:00:00+00:00,526.0,65.2200012207,33688.0
2019-08-23 16:15:00+00:00,530.0,58.8600006104,30557.0
2019-08-23 16:30:00+00:00,537.0,54.2900009155,28581.0
2019-08-23 16:45:00+00:00,541.0,48.1500015259,25506.0
2019-08-23 17:00:00+00:00,546.0,42.6100006104,22729.0
2019-08-23 17:15:00+00:00,552.0,36.9199981689,19886.0
2019-08-23 17:30:00+00:00,554.0,30.5900001526,16432.0
2019-08-23 17:45:00+00:00,551.0,17.9500007629,9443.0
2019-08-23 18:00:00+00:00,560.0,18.4899997711,9897.0
2019-08-23 18:15:00+00:00,545.0,9.5399999619,4775.0
2019-08-23 18:30:00+00:00,524.0,5.5,2475.0
2019-08-23 18:45:00+00:00,517.0,2.5599999428,904.0
2019-08-23 19:00:00+00:00,510.0,1.0099999905,146.0
2019-08-23 19:15:00+00:00,523.0,-0.0299999993,-17.0
2019-08-24 05:15:00+00:00,504.0,0.0299999993,2.0
2019-08-24 05:30:00+00:00,598.0,0.0399999991,2.0
2019-08-24 05:45:00+00:00,545.0,1.0,145.0
2019-08-24 06:00:00+00:00,570.0,2.0999999046,679.0
2019-08-24 06:15:00+00:00,572.0,3.25,1325.0
2019-08-24 06:30:00+00:00,595.0,4.2899999618999995,2005.0
2019-08-24 06:45:00+00:00,622.0,5.9000000954,3087.0
2019-08-24 07:00:00+00:00,611.0,8.4099998474,4553.0
2019-08-24 07:15:00+00:00,615.0,11.8400001526,6662.0
2019-08-24 07:30:00+00:00,613.0,17.5799999237,10104.0
2019-08-24 07:45:00+00:00,616.0,24.9699993134,14629.0
2019-08-24 08:00:00+00:00,607.0,29.4400005341,17106.0
2019-08-24 08:15:00+00:00,600.0,36.0200004578,20833.0
2019-08-24 08:30:00+00:00,590.0,40.6399993896,23208.0
2019-08-24 08:45:00+00:00,580.0,47.0,26476.0
2019-08-24 09:00:00+00:00,570.0,52.5699996948,29161.0
2019-08-24 09:15:00+00:00,562.0,58.3400001526,31959.0
2019-08-24 09:30:00+00:00,552.0,62.9300003052,33923.0
2019-08-24 09:45:00+00:00,545.0,67.3700027466,35965.0
2019-08-24 10:00:00+00:00,536.0,72.3899993896,38056.0
2019-08-24 10:15:00+00:00,530.0,76.5,39814.0
2019-08-24 10:30:00+00:00,524.0,80.3099975586,41278.0
2019-08-24 10:45:00+00:00,519.0,83.6800003052,42608.0
2019-08-24 11:00:00+00:00,515.0,86.6800003052,43758.0
2019-08-24 11:15:00+00:00,510.0,89.5400009155,44787.0
2019-08-24 11:30:00+00:00,506.0,91.8000030518,45589.0
2019-08-24 11:45:00+00:00,502.0,93.7900009155,46235.0
2019-08-24 12:00:00+00:00,500.0,95.2900009155,46830.0
2019-08-24 12:15:00+00:00,500.0,96.0500030518,47121.0
2019-08-24 12:30:00+00:00,498.0,97.0999984741,47541.0
2019-08-24 12:45:00+00:00,498.0,97.1699981689,47545.0
2019-08-24 13:00:00+00:00,497.0,97.0,47359.0
2019-08-24 13:15:00+00:00,502.0,96.6500015259,47638.0
2019-08-24 13:30:00+00:00,505.0,95.7900009155,47460.0
2019-08-24 13:45:00+00:00,506.0,94.5599975586,46940.0
2019-08-24 14:00:00+00:00,501.0,92.5299987793,45502.0
2019-08-24 14:15:00+00:00,505.0,90.7600021362,44981.0
2019-08-24 14:30:00+00:00,506.0,87.6999969482,43595.0
2019-08-24 14:45:00+00:00,509.0,84.7399978638,42298.0
2019-08-24 15:00:00+00:00,510.0,80.9300003052,40522.0
2019-08-24 15:15:00+00:00,515.0,77.0400009155,38972.0
2019-08-24 15:30:00+00:00,518.0,72.6600036621,36975.0
2019-08-24 15:45:00+00:00,524.0,68.4000015259,35232.0
2019-08-24 16:00:00+00:00,528.0,63.5600013733,32931.0
2019-08-24 16:15:00+00:00,533.0,57.5900001526,30103.0
2019-08-24 16:30:00+00:00,538.0,52.4199981689,27633.0
2019-08-24 16:45:00+00:00,547.0,46.4099998474,24817.0
2019-08-24 17:00:00+00:00,554.0,40.5800018311,21965.0
2019-08-24 17:15:00+00:00,555.0,35.5900001526,19276.0
2019-08-24 17:30:00+00:00,559.0,29.6599998474,16095.0
2019-08-24 17:45:00+00:00,559.0,23.4500007629,12660.0
2019-08-24 18:00:00+00:00,558.0,17.2900009155,9213.0
2019-08-24 18:15:00+00:00,540.0,9.779999733,4875.0
2019-08-24 18:30:00+00:00,516.0,4.25,1796.0
2019-08-24 18:45:00+00:00,494.0,1.8700000048,537.0
2019-08-24 19:00:00+00:00,515.0,0.4900000095,-13.0
2019-08-24 19:15:00+00:00,510.0,-0.0599999987,2.0
2019-08-25 05:15:00+00:00,454.0,0.0,2.0
2019-08-25 05:30:00+00:00,545.0,0.009999999800000001,3.0
2019-08-25 05:45:00+00:00,547.0,0.6600000262,90.0
2019-08-25 06:00:00+00:00,531.0,2.25,692.0
2019-08-25 06:15:00+00:00,558.0,3.6500000954000003,1534.0
2019-08-25 06:30:00+00:00,559.0,4.6700000763,2103.0
2019-08-25 06:45:00+00:00,582.0,5.8200001717,2866.0
2019-08-25 07:00:00+00:00,586.0,8.0900001526,4186.0
2019-08-25 07:15:00+00:00,589.0,9.6000003815,5114.0
2019-08-25 07:30:00+00:00,587.0,11.0799999237,5953.0
2019-08-25 07:45:00+00:00,589.0,13.0699996948,7135.0
2019-08-25 08:00:00+00:00,588.0,14.6499996185,8038.0
2019-08-25 08:15:00+00:00,590.0,18.4899997711,10285.0
2019-08-25 08:30:00+00:00,586.0,19.8500003815,11039.0
2019-08-25 08:45:00+00:00,583.0,21.5100002289,11963.0
2019-08-25 09:00:00+00:00,581.0,22.6200008392,12549.0
2019-08-25 09:15:00+00:00,581.0,23.8700008392,13247.0
2019-08-25 09:30:00+00:00,581.0,29.4500007629,16475.0
2019-08-25 09:45:00+00:00,580.0,42.5900001526,24040.0
2019-08-25 10:00:00+00:00,561.0,65.7699966431,36067.0
2019-08-25 10:15:00+00:00,551.0,73.6999969482,39743.0
2019-08-25 10:30:00+00:00,539.0,79.25,41880.0
2019-08-25 10:45:00+00:00,535.0,81.1800003052,42610.0
2019-08-25 11:00:00+00:00,528.0,84.6100006104,43874.0
2019-08-25 11:15:00+00:00,524.0,87.4300003052,44899.0
2019-08-25 11:30:00+00:00,520.0,89.6100006104,45774.0
2019-08-25 11:45:00+00:00,516.0,91.8600006104,46506.0
2019-08-25 12:00:00+00:00,514.0,93.3199996948,47031.0
2019-08-25 12:15:00+00:00,512.0,94.3700027466,47398.0
2019-08-25 12:30:00+00:00,511.0,95.0299987793,47667.0
2019-08-25 12:45:00+00:00,509.0,95.3099975586,47620.0
2019-08-25 13:00:00+00:00,508.0,95.2600021362,47470.0
2019-08-25 13:15:00+00:00,508.0,94.7399978638,47192.0
2019-08-25 13:30:00+00:00,507.0,93.7200012207,46702.0
2019-08-25 13:45:00+00:00,508.0,92.4000015259,46071.0
2019-08-25 14:00:00+00:00,507.0,90.5,45046.0
2019-08-25 14:15:00+00:00,508.0,88.3700027466,44052.0
2019-08-25 14:30:00+00:00,509.0,85.8499984741,42877.0
2019-08-25 14:45:00+00:00,511.0,82.6399993896,41456.0
2019-08-25 15:00:00+00:00,514.0,79.1299972534,39963.0
2019-08-25 15:15:00+00:00,517.0,75.4700012207,38294.0
2019-08-25 15:30:00+00:00,521.0,71.1299972534,36396.0
2019-08-25 15:45:00+00:00,524.0,67.0,34488.0
2019-08-25 16:00:00+00:00,529.0,62.5699996948,32470.0
2019-08-25 16:15:00+00:00,534.0,57.0800018311,29885.0
2019-08-25 16:30:00+00:00,538.0,51.4599990845,27143.0
2019-08-25 16:45:00+00:00,542.0,45.7900009155,24259.0
2019-08-25 17:00:00+00:00,546.0,39.6699981689,21158.0
2019-08-25 17:15:00+00:00,550.0,33.9199981689,18130.0
2019-08-25 17:30:00+00:00,555.0,27.7099990845,14902.0
2019-08-25 17:45:00+00:00,558.0,21.8500003815,11719.0
2019-08-25 18:00:00+00:00,554.0,16.0,8436.0
2019-08-25 18:15:00+00:00,547.0,8.760000228900001,4362.0
2019-08-25 18:30:00+00:00,493.0,4.1199998856,1640.0
2019-08-25 18:45:00+00:00,495.0,1.8700000048,541.0
2019-08-25 19:00:00+00:00,534.0,0.2800000012,-34.0
2019-08-26 05:15:00+00:00,446.0,0.019999999600000002,2.0
2019-08-26 05:30:00+00:00,522.0,0.019999999600000002,3.0
2019-08-26 05:45:00+00:00,593.0,0.019999999600000002,1.0
2019-08-26 06:00:00+00:00,507.0,1.1900000572,168.0
2019-08-26 06:15:00+00:00,534.0,2.4600000381,812.0
2019-08-26 06:30:00+00:00,558.0,3.7300000191000002,1566.0
2019-08-26 06:45:00+00:00,574.0,5.0799999237,2354.0
2019-08-26 07:00:00+00:00,584.0,6.8499999046,3430.0
2019-08-26 07:15:00+00:00,588.0,8.1300001144,4187.0
2019-08-26 07:30:00+00:00,594.0,9.7899999619,5209.0
2019-08-26 07:45:00+00:00,593.0,10.0900001526,5396.0
2019-08-26 08:00:00+00:00,599.0,15.4600000381,8612.0
2019-08-26 08:15:00+00:00,594.0,15.6000003815,8626.0
2019-08-26 08:30:00+00:00,591.0,19.0400009155,10591.0
2019-08-26 08:45:00+00:00,590.0,20.9599990845,11688.0
2019-08-26 09:00:00+00:00,589.0,22.6800003052,12682.0
2019-08-26 09:15:00+00:00,589.0,29.9699993134,16933.0
2019-08-26 09:30:00+00:00,584.0,40.75,23029.0
2019-08-26 09:45:00+00:00,563.0,73.6200027466,40411.0
2019-08-26 10:00:00+00:00,548.0,70.0800018311,37568.0
2019-08-26 10:15:00+00:00,539.0,76.3700027466,40316.0
2019-08-26 10:30:00+00:00,531.0,80.6699981689,41999.0
2019-08-26 10:45:00+00:00,532.0,68.3899993896,35674.0
2019-08-26 11:00:00+00:00,538.0,65.9400024414,34788.0
2019-08-26 11:15:00+00:00,536.0,67.8300018311,35633.0
2019-08-26 11:30:00+00:00,541.0,56.6500015259,30036.0
2019-08-26 11:45:00+00:00,543.0,63.8499984741,33904.0
2019-08-26 12:00:00+00:00,534.0,66.1900024414,34677.0
2019-08-26 12:15:00+00:00,521.0,86.2699966431,44099.0
2019-08-26 12:30:00+00:00,511.0,91.8300018311,45958.0
2019-08-26 12:45:00+00:00,501.0,95.6600036621,47108.0
2019-08-26 13:00:00+00:00,500.0,95.6200027466,46929.0
2019-08-26 13:15:00+00:00,506.0,75.6800003052,37539.0
2019-08-26 13:30:00+00:00,527.0,65.6699981689,33961.0
2019-08-26 13:45:00+00:00,510.0,98.1100006104,49061.0
2019-08-26 14:00:00+00:00,507.0,85.2900009155,42496.0
2019-08-26 14:15:00+00:00,520.0,38.0800018311,19286.0
2019-08-26 14:30:00+00:00,542.0,37.5999984741,19873.0
2019-08-26 14:45:00+00:00,547.0,28.6700000763,15223.0
2019-08-26 15:00:00+00:00,553.0,33.7200012207,18107.0
2019-08-26 15:15:00+00:00,553.0,41.8300018311,22599.0
2019-08-26 15:30:00+00:00,549.0,43.4199981689,23282.0
2019-08-26 15:45:00+00:00,546.0,51.2799987793,27441.0
2019-08-26 16:00:00+00:00,545.0,38.0499992371,20240.0
2019-08-26 16:15:00+00:00,547.0,30.2399997711,16059.0
2019-08-26 16:30:00+00:00,552.0,26.0300006866,13858.0
2019-08-26 16:45:00+00:00,554.0,25.1800003052,13491.0
2019-08-26 17:00:00+00:00,560.0,24.8400001526,13436.0
2019-08-26 17:15:00+00:00,556.0,18.8600006104,10044.0
2019-08-26 17:30:00+00:00,558.0,15.7899999619,8380.0
2019-08-26 17:45:00+00:00,557.0,13.6800003052,7169.0
2019-08-26 18:00:00+00:00,550.0,8.3199996948,4149.0
2019-08-26 18:15:00+00:00,532.0,4.5799999237,2020.0
2019-08-26 18:30:00+00:00,522.0,2.8499999046,1072.0
2019-08-26 18:45:00+00:00,504.0,1.9600000381,583.0
2019-08-26 19:00:00+00:00,532.0,0.200000003,-41.0
2019-08-27 05:30:00+00:00,504.0,0.019999999600000002,3.0
2019-08-27 05:45:00+00:00,567.0,0.2599999905,23.0
2019-08-27 06:00:00+00:00,512.0,2.0499999523,581.0
2019-08-27 06:15:00+00:00,548.0,3.2799999714,1296.0
2019-08-27 06:30:00+00:00,557.0,4.4600000381000005,1962.0
2019-08-27 06:45:00+00:00,583.0,5.6999998093,2774.0
2019-08-27 07:00:00+00:00,585.0,7.3600001335,3759.0
2019-08-27 07:15:00+00:00,584.0,7.6700000763,3927.0
2019-08-27 07:30:00+00:00,587.0,8.8800001144,4650.0
2019-08-27 07:45:00+00:00,586.0,9.3800001144,4925.0
2019-08-27 08:00:00+00:00,585.0,11.5600004196,6187.0
2019-08-27 08:15:00+00:00,585.0,11.8999996185,6381.0
2019-08-27 08:30:00+00:00,586.0,14.9200000763,8129.0
2019-08-27 08:45:00+00:00,583.0,16.1800003052,8820.0
2019-08-27 09:00:00+00:00,582.0,16.6100006104,9067.0
2019-08-27 09:15:00+00:00,585.0,17.8899993896,9845.0
2019-08-27 09:30:00+00:00,586.0,26.0799999237,14625.0
2019-08-27 09:45:00+00:00,581.0,26.5300006866,14787.0
2019-08-27 10:00:00+00:00,580.0,34.7299995422,19482.0
2019-08-27 10:15:00+00:00,574.0,40.0299987793,22331.0
2019-08-27 10:30:00+00:00,566.0,49.6100006104,27387.0
2019-08-27 10:45:00+00:00,563.0,50.0200004578,27477.0
2019-08-27 11:00:00+00:00,546.0,79.5400009155,42494.0
2019-08-27 11:15:00+00:00,527.0,82.1500015259,42488.0
2019-08-27 11:30:00+00:00,529.0,74.2799987793,38564.0
2019-08-27 11:45:00+00:00,523.0,85.3300018311,43742.0
2019-08-27 12:00:00+00:00,512.0,87.7799987793,44044.0
2019-08-27 12:15:00+00:00,533.0,49.8100013733,25993.0
2019-08-27 12:30:00+00:00,551.0,51.0999984741,27570.0
2019-08-27 12:45:00+00:00,544.0,71.3099975586,38000.0
2019-08-27 13:00:00+00:00,536.0,66.4400024414,35005.0
