,poa_global,poa_diffuse,ghi,ghi_c,temp_air,wind_speed,rain_fall
2019-08-23 08:15:00+00:00,356.7048,93.2992,460.3468,469.8384,295.62,2.05,0.0
2019-08-23 08:30:00+00:00,410.2772,98.6444,505.3948,513.5956,296.58,2.15,0.0
2019-08-23 08:45:00+00:00,462.5528,104.7108,547.3932,555.6184,297.49,2.22,0.0
2019-08-23 09:00:00+00:00,511.882,112.38,584.8872,595.652,298.35,2.26,0.0
2019-08-23 09:15:00+00:00,562.8808,116.882,624.174,633.926,299.21,2.3,0.0
2019-08-23 09:30:00+00:00,610.2524,122.7608,658.8084,670.2732,300.07,2.34,0.0
2019-08-23 09:45:00+00:00,656.8788,127.204,692.4004,704.0404,300.79,2.35,0.0
2019-08-23 10:00:00+00:00,700.65,131.714,722.7312,735.0168,301.37,2.34,0.0
2019-08-23 10:15:00+00:00,750.6796,129.0232,759.2816,763.0396,301.95,2.32,0.0
2019-08-23 10:30:00+00:00,789.4948,132.5192,784.086,787.9732,302.53,2.31,0.0
2019-08-23 10:45:00+00:00,823.5204,136.8816,804.1248,809.6976,303.04,2.3,0.0
2019-08-23 11:00:00+00:00,856.544,139.118,823.2188,828.1108,303.49,2.3,0.0
2019-08-23 11:15:00+00:00,886.0724,140.954,838.9908,843.126,303.93,2.3,0.0
2019-08-23 11:30:00+00:00,912.2212,142.188,851.6184,854.6744,304.38,2.29,0.0
2019-08-23 11:45:00+00:00,930.1304,146.0704,856.8668,862.7048,304.75,2.29,0.0
2019-08-23 12:00:00+00:00,945.422,148.5704,859.89,867.1824,305.05,2.2800000000000002,0.0
2019-08-23 12:15:00+00:00,959.9648,148.3956,862.2892,867.8392,305.35,2.27,0.0
2019-08-23 12:30:00+00:00,970.868,147.492,861.5512,864.6488,305.64,2.26,0.0
2019-08-23 12:45:00+00:00,975.7352,147.3976,855.7488,857.9044,305.88,2.24,0.0
2019-08-23 13:00:00+00:00,970.862,150.4444,842.0156,847.6396,306.06,2.22,0.0
2019-08-23 13:15:00+00:00,967.2868,149.4408,829.416,833.9052,306.24,2.2,0.0
2019-08-23 13:30:00+00:00,958.1136,148.8672,812.3992,816.7692,306.41,2.18,0.0
2019-08-23 13:45:00+00:00,945.7976,147.1864,792.96,796.3156,306.53,2.15,0.0
2019-08-23 14:00:00+00:00,923.546,148.6068,766.0136,772.6456,306.59,2.11,0.0
2019-08-23 14:15:00+00:00,896.4212,149.9748,735.5776,745.878,306.64,2.08,0.0
2019-08-23 14:30:00+00:00,867.0728,149.7252,703.7084,716.146,306.7,2.04,0.0
2019-08-23 14:45:00+00:00,839.6752,145.598,673.3332,683.6012,306.7,2.01,0.0
2019-08-23 15:00:00+00:00,806.548,142.1776,638.9732,648.4104,306.64,1.98,0.0
2019-08-23 15:15:00+00:00,767.4996,139.6008,600.6496,610.89,306.58,1.9500000000000002,0.0
2019-08-23 15:30:00+00:00,728.326,134.7444,562.3988,571.2456,306.52,1.92,0.0
2019-08-23 15:45:00+00:00,680.6096,132.2172,518.7596,529.5444,306.39,1.88,0.0
2019-08-23 16:00:00+00:00,632.3732,127.8388,475.1136,486.0272,306.2,1.83,0.0
2019-08-23 16:15:00+00:00,582.5928,122.2952,430.872,440.96,306.0,1.77,0.0
2019-08-23 16:30:00+00:00,523.906,119.0616,381.8184,394.6372,305.81,1.72,0.0
2019-08-23 16:45:00+00:00,467.6488,112.9444,334.8912,347.3896,305.46,1.65,0.0
2019-08-23 17:00:00+00:00,402.558,108.4248,284.1004,299.594,304.96,1.55,0.0
2019-08-23 17:15:00+00:00,334.9868,102.4744,233.4576,251.6916,304.46,1.45,0.0
2019-08-23 17:30:00+00:00,264.1752,94.4996,183.1688,204.218,303.96,1.35,0.0
2019-08-23 17:45:00+00:00,193.2668,82.9412,135.2424,157.86,303.34,1.32,0.0
2019-08-23 18:00:00+00:00,126.8392,66.8688,91.9788,113.5512,302.6,1.37,0.0
2019-08-23 18:15:00+00:00,69.9284,46.6356,55.188,72.6588,301.85,1.43,0.0
2019-08-23 18:30:00+00:00,29.660800000000002,24.1296,26.2072,37.2536,301.1,1.48,0.0
2019-08-23 18:45:00+00:00,7.0556,7.0016,7.3752,10.6992,300.54,1.53,0.0
2019-08-23 19:00:00+00:00,0.0772,0.07680000000000001,0.08080000000000001,0.0868,300.14,1.58,0.0
2019-08-23 19:15:00+00:00,0.0,0.0,0.0,0.0,299.75,1.63,0.0
2019-08-23 19:30:00+00:00,0.0,0.0,0.0,0.0,299.36,1.6800000000000002,0.0
2019-08-23 19:45:00+00:00,0.0,0.0,0.0,0.0,299.02,1.72,0.0
2019-08-23 20:00:00+00:00,0.0,0.0,0.0,0.0,298.74,1.75,0.0
2019-08-23 20:15:00+00:00,0.0,0.0,0.0,0.0,298.45,1.79,0.0
2019-08-23 20:30:00+00:00,0.0,0.0,0.0,0.0,298.17,1.82,0.0
2019-08-23 20:45:00+00:00,0.0,0.0,0.0,0.0,297.86,1.8599999999999999,0.0
2019-08-23 21:00:00+00:00,0.0,0.0,0.0,0.0,297.54,1.9,0.0
2019-08-23 21:15:00+00:00,0.0,0.0,0.0,0.0,297.22,1.9500000000000002,0.0
2019-08-23 21:30:00+00:00,0.0,0.0,0.0,0.0,296.89,2.0,0.0
2019-08-23 21:45:00+00:00,0.0,0.0,0.0,0.0,296.54,2.06,0.0
2019-08-23 22:00:00+00:00,0.0,0.0,0.0,0.0,296.15,2.13,0.0
2019-08-23 22:15:00+00:00,0.0,0.0,0.0,0.0,295.75,2.2,0.0
2019-08-23 22:30:00+00:00,0.0,0.0,0.0,0.0,295.36,2.2800000000000002,0.0
2019-08-23 22:45:00+00:00,0.0,0.0,0.0,0.0,294.98,2.34,0.0
2019-08-23 23:00:00+00:00,0.0,0.0,0.0,0.0,294.61,2.38,0.0
2019-08-23 23:15:00+00:00,0.0,0.0,0.0,0.0,294.24,2.42,0.0
2019-08-23 23:30:00+00:00,0.0,0.0,0.0,0.0,293.86,2.46,0.0
2019-08-23 23:45:00+00:00,0.0,0.0,0.0,0.0,293.54,2.5,0.0
2019-08-24 00:00:00+00:00,0.0,0.0,0.0,0.0,293.27,2.5300000000000002,0.0
2019-08-24 00:15:00+00:00,0.0,0.0,0.0,0.0,293.01,2.56,0.0
2019-08-24 00:30:00+00:00,0.0,0.0,0.0,0.0,292.74,2.59,0.0
2019-08-24 00:45:00+00:00,0.0,0.0,0.0,0.0,292.52,2.62,0.0
2019-08-24 01:00:00+00:00,0.0,0.0,0.0,0.0,292.35,2.64,0.0
2019-08-24 01:15:00+00:00,0.0,0.0,0.0,0.0,292.17,2.65,0.0
2019-08-24 01:30:00+00:00,0.0,0.0,0.0,0.0,292.0,2.67,0.0
2019-08-24 01:45:00+00:00,0.0,0.0,0.0,0.0,291.86,2.67,0.0
2019-08-24 02:00:00+00:00,0.0,0.0,0.0,0.0,291.74,2.66,0.0
2019-08-24 02:15:00+00:00,0.0,0.0,0.0,0.0,291.63,2.64,0.0
2019-08-24 02:30:00+00:00,0.0,0.0,0.0,0.0,291.52,2.63,0.0
2019-08-24 02:45:00+00:00,0.0,0.0,0.0,0.0,291.42,2.6,0.0
2019-08-24 03:00:00+00:00,0.0,0.0,0.0,0.0,291.33,2.55,0.0
2019-08-24 03:15:00+00:00,0.0,0.0,0.0,0.0,291.24,2.5,0.0
2019-08-24 03:30:00+00:00,0.0,0.0,0.0,0.0,291.15,2.45,0.0
2019-08-24 03:45:00+00:00,0.0,0.0,0.0,0.0,291.07,2.4,0.0
2019-08-24 04:00:00+00:00,0.0,0.0,0.0,0.0,291.0,2.36,0.0
2019-08-24 04:15:00+00:00,0.0,0.0,0.0,0.0,290.92,2.31,0.0
2019-08-24 04:30:00+00:00,0.0,0.0,0.0,0.0,290.85,2.27,0.0
2019-08-24 04:45:00+00:00,0.0,0.0,0.0,0.0,290.83,2.24,6e-06
2019-08-24 05:00:00+00:00,0.0,0.0,0.0,0.0,290.87,2.23,1.8e-05
2019-08-24 05:15:00+00:00,0.0,0.0,0.0,0.0,290.92,2.23,3.1e-05
2019-08-24 05:30:00+00:00,4.1092,4.0776,4.2952,5.9736,290.96,2.23,4.3e-05
2019-08-24 05:45:00+00:00,17.5036,17.3692,18.2964,28.3692,291.25,2.26,4.5e-05
2019-08-24 06:00:00+00:00,34.9912,34.669200000000004,43.7956,60.162,291.81,2.34,3.6e-05
2019-08-24 06:15:00+00:00,48.5764,48.0096,77.1436,98.5248,292.36,2.41,2.8e-05
2019-08-24 06:30:00+00:00,57.41,56.0888,117.364,141.4572,292.91,2.5,1.9e-05
2019-08-24 06:45:00+00:00,78.8008,63.1632,163.4112,187.2036,293.51,2.5,1.3000000000000001e-05
2019-08-24 07:00:00+00:00,111.9956,66.3876,215.9344,234.614,294.18,2.43,9e-06
2019-08-24 07:15:00+00:00,154.0356,70.6496,267.3652,282.8488,294.84,2.36,6e-06
2019-08-24 07:30:00+00:00,201.8128,75.0712,318.528,331.2696,295.5,2.29,2e-06
2019-08-24 07:45:00+00:00,252.1108,81.5876,366.1232,379.3692,296.22,2.22,0.0
2019-08-24 08:00:00+00:00,304.7064,87.1064,414.0824,426.7228,296.98,2.15,0.0
2019-08-24 08:15:00+00:00,358.54,92.162,461.2456,472.9644,297.74,2.08,0.0
2019-08-24 08:30:00+00:00,413.1892,96.506,507.6076,517.77,298.5,2.02,0.0
2019-08-24 08:45:00+00:00,468.3504,99.8924,553.1964,560.8504,299.28,1.9100000000000001,0.0
2019-08-24 09:00:00+00:00,519.9108,105.7432,593.0396,601.9452,300.08,1.75,0.0
2019-08-24 09:15:00+00:00,569.2816,111.966,629.8112,640.6924,300.88,1.6,0.0
2019-08-24 09:30:00+00:00,618.4556,116.4784,666.1132,676.8664,301.69,1.47,0.0
2019-08-24 09:45:00+00:00,666.6428,119.7908,701.0192,710.3816,302.45,1.33,0.0
2019-08-24 10:00:00+00:00,715.6132,120.3256,736.422,741.0676,303.17,1.17,0.0
2019-08-24 10:15:00+00:00,757.8804,123.7812,764.5488,768.7732,303.9,1.04,0.0
2019-08-24 10:30:00+00:00,795.5112,128.1744,787.9304,793.3624,304.62,0.96,0.0
2019-08-24 10:45:00+00:00,829.5924,132.4384,807.862,814.7168,305.2,0.92,0.0
2019-08-24 11:00:00+00:00,862.0608,135.0052,826.2704,832.734,305.61,0.9,0.0
2019-08-24 11:15:00+00:00,891.5344,136.7832,841.856,847.3288,306.03,0.9,0.0
2019-08-24 11:30:00+00:00,914.16,140.3692,851.184,858.4328,306.45,0.92,0.0
2019-08-24 11:45:00+00:00,933.7772,142.9184,857.878,865.9944,306.79,0.96,0.0
2019-08-24 12:00:00+00:00,949.7812,144.7788,861.4408,869.9792,307.03,1.02,0.0
2019-08-24 12:15:00+00:00,962.4236,145.7252,862.1252,869.8372,307.27,1.07,0.0
2019-08-24 12:30:00+00:00,968.6716,147.728,857.4304,865.614,307.51,1.1400000000000001,0.0
2019-08-24 12:45:00+00:00,970.2088,149.5944,848.8896,857.8188,307.69,1.2,0.0
2019-08-24 13:00:00+00:00,969.8892,149.452,838.8796,846.488,307.82,1.26,0.0
2019-08-24 13:15:00+00:00,965.4784,148.7668,825.5976,831.6752,307.95,1.32,0.0
2019-08-24 13:30:00+00:00,955.6168,148.4076,808.0308,813.4512,308.08,1.38,0.0
2019-08-24 13:45:00+00:00,943.1404,146.6056,788.4576,791.9036,308.16,1.43,0.0
2019-08-24 14:00:00+00:00,927.456,143.7888,766.4392,767.138,308.18,1.48,0.0
2019-08-24 14:15:00+00:00,893.7168,148.9472,731.0764,739.2832,308.2,1.53,0.0
2019-08-24 14:30:00+00:00,862.776,149.4256,698.0456,708.5544,308.22,1.57,0.0
2019-08-24 14:45:00+00:00,831.5516,147.2676,664.9844,675.0392,308.18,1.62,0.0
2019-08-24 15:00:00+00:00,795.3428,145.3076,628.5696,638.8868,308.08,1.6600000000000001,0.0
2019-08-24 15:15:00+00:00,754.4516,143.414,589.138,600.4436,307.98,1.7000000000000002,0.0
2019-08-24 15:30:00+00:00,714.4912,138.6596,550.5208,559.9056,307.88,1.74,0.0
2019-08-24 15:45:00+00:00,668.388,134.9252,508.112,517.3592,307.71,1.77,0.0
2019-08-24 16:00:00+00:00,616.8948,131.7624,462.6484,473.062,307.48,1.8,0.0
2019-08-24 16:15:00+00:00,563.7764,127.324,416.6732,427.2988,307.25,1.8399999999999999,0.0
2019-08-24 16:30:00+00:00,508.9796,121.7912,370.2416,380.3888,307.02,1.87,0.0
2019-08-24 16:45:00+00:00,446.7448,117.3848,320.4056,332.6912,306.63,1.85,0.0
2019-08-24 17:00:00+00:00,378.0016,112.952,268.3108,284.62,306.09,1.77,0.0
2019-08-24 17:15:00+00:00,309.58,105.5948,218.034,236.6704,305.54,1.7000000000000002,0.0
2019-08-24 17:30:00+00:00,238.4392,95.5588,168.4256,189.4648,305.0,1.62,0.0
2019-08-24 17:45:00+00:00,168.798,81.2976,121.8096,143.8268,304.21,1.63,0.0
2019-08-24 18:00:00+00:00,106.6584,62.6388,80.8312,100.8928,303.18,1.72,0.0
2019-08-24 18:15:00+00:00,55.9484,40.8172,46.54,62.292,302.14,1.81,0.0
2019-08-24 18:30:00+00:00,23.1536,19.4628,20.9876,30.1348,301.11,1.9,0.0
2019-08-24 18:45:00+00:00,4.8152,4.7784,5.0332,7.1792,300.32,1.99,0.0
2019-08-24 19:00:00+00:00,0.0,0.0,0.0,0.0,299.77,2.09,0.0
2019-08-24 19:15:00+00:00,0.0,0.0,0.0,0.0,299.22,2.18,0.0
2019-08-24 19:30:00+00:00,0.0,0.0,0.0,0.0,298.68,2.2800000000000002,0.0
2019-08-24 19:45:00+00:00,0.0,0.0,0.0,0.0,298.2,2.35,0.0
2019-08-24 20:00:00+00:00,0.0,0.0,0.0,0.0,297.79,2.39,0.0
2019-08-24 20:15:00+00:00,0.0,0.0,0.0,0.0,297.38,2.42,0.0
2019-08-24 20:30:00+00:00,0.0,0.0,0.0,0.0,296.98,2.46,0.0
2019-08-24 20:45:00+00:00,0.0,0.0,0.0,0.0,296.57,2.49,0.0
2019-08-24 21:00:00+00:00,0.0,0.0,0.0,0.0,296.18,2.51,0.0
2019-08-24 21:15:00+00:00,0.0,0.0,0.0,0.0,295.78,2.5300000000000002,0.0
2019-08-24 21:30:00+00:00,0.0,0.0,0.0,0.0,295.38,2.55,0.0
2019-08-24 21:45:00+00:00,0.0,0.0,0.0,0.0,295.03,2.55,1.1000000000000001e-05
2019-08-24 22:00:00+00:00,0.0,0.0,0.0,0.0,294.72,2.54,3.4e-05
2019-08-24 22:15:00+00:00,0.0,0.0,0.0,0.0,294.4,2.5300000000000002,5.7e-05
2019-08-24 22:30:00+00:00,0.0,0.0,0.0,0.0,294.09,2.52,8e-05
2019-08-24 22:45:00+00:00,0.0,0.0,0.0,0.0,293.8,2.5,0.00019899999999999999
2019-08-24 23:00:00+00:00,0.0,0.0,0.0,0.0,293.54,2.48,0.000415
2019-08-24 23:15:00+00:00,0.0,0.0,0.0,0.0,293.27,2.45,0.00063
2019-08-24 23:30:00+00:00,0.0,0.0,0.0,0.0,293.0,2.43,0.000846
2019-08-24 23:45:00+00:00,0.0,0.0,0.0,0.0,292.77,2.42,0.0012029999999999999
2019-08-25 00:00:00+00:00,0.0,0.0,0.0,0.0,292.57,2.43,0.0017000000000000001
2019-08-25 00:15:00+00:00,0.0,0.0,0.0,0.0,292.38,2.43,0.002198
2019-08-25 00:30:00+00:00,0.0,0.0,0.0,0.0,292.18,2.44,0.002696
2019-08-25 00:45:00+00:00,0.0,0.0,0.0,0.0,292.0,2.42,0.003159
2019-08-25 01:00:00+00:00,0.0,0.0,0.0,0.0,291.83,2.38,0.003588
2019-08-25 01:15:00+00:00,0.0,0.0,0.0,0.0,291.67,2.33,0.004017
2019-08-25 01:30:00+00:00,0.0,0.0,0.0,0.0,291.51,2.2800000000000002,0.004445999999999999
2019-08-25 01:45:00+00:00,0.0,0.0,0.0,0.0,291.36,2.23,0.004902999999999999
2019-08-25 02:00:00+00:00,0.0,0.0,0.0,0.0,291.22,2.16,0.0053879999999999996
2019-08-25 02:15:00+00:00,0.0,0.0,0.0,0.0,291.07,2.09,0.005873
2019-08-25 02:30:00+00:00,0.0,0.0,0.0,0.0,290.93,2.02,0.006357
2019-08-25 02:45:00+00:00,0.0,0.0,0.0,0.0,290.8,1.96,0.0067800000000000004
2019-08-25 03:00:00+00:00,0.0,0.0,0.0,0.0,290.67,1.9100000000000001,0.007142
2019-08-25 03:15:00+00:00,0.0,0.0,0.0,0.0,290.55,1.8599999999999999,0.007502999999999999
2019-08-25 03:30:00+00:00,0.0,0.0,0.0,0.0,290.42,1.81,0.007865
2019-08-25 03:45:00+00:00,0.0,0.0,0.0,0.0,290.3,1.78,0.008100999999999999
2019-08-25 04:00:00+00:00,0.0,0.0,0.0,0.0,290.21,1.77,0.008211
2019-08-25 04:15:00+00:00,0.0,0.0,0.0,0.0,290.11,1.75,0.008321
2019-08-25 04:30:00+00:00,0.0,0.0,0.0,0.0,290.01,1.74,0.008432
2019-08-25 04:45:00+00:00,0.0,0.0,0.0,0.0,290.0,1.7000000000000002,0.00838
2019-08-25 05:00:00+00:00,0.0,0.0,0.0,0.0,290.08,1.63,0.008165
2019-08-25 05:15:00+00:00,0.0,0.0,0.0,0.0,290.16,1.56,0.00795
2019-08-25 05:30:00+00:00,2.0408,2.0252,2.1332,4.492,290.24,1.49,0.007735
2019-08-25 05:45:00+00:00,10.41,10.33,10.8812,24.6488,290.59,1.4100000000000001,0.006960999999999999
2019-08-25 06:00:00+00:00,21.9252,21.7452,24.4972,54.5212,291.2,1.33,0.005627
2019-08-25 06:15:00+00:00,36.7276,36.4148,42.5612,91.312,291.82,1.24,0.004293
2019-08-25 06:30:00+00:00,54.7092,54.1788,65.9076,132.872,292.43,1.16,0.0029579999999999997
2019-08-25 06:45:00+00:00,76.5804,73.7164,91.9736,177.5084,292.99,1.0,0.002009
2019-08-25 07:00:00+00:00,100.306,92.694,119.3488,223.9308,293.5,0.78,0.0014449999999999999
2019-08-25 07:15:00+00:00,119.3656,108.3248,136.9664,271.232,294.0,0.5700000000000001,0.00088
2019-08-25 07:30:00+00:00,134.3248,121.5032,149.1288,318.7404,294.51,0.38,0.000316
2019-08-25 07:45:00+00:00,169.9928,145.456,190.3372,365.9336,295.04,0.28,2.9e-05
2019-08-25 08:00:00+00:00,198.7652,164.5968,220.7488,412.3828,295.61,0.30000000000000004,2.1000000000000002e-05
2019-08-25 08:15:00+00:00,223.1612,181.624,244.3692,457.7192,296.17,0.39,1.3000000000000001e-05
2019-08-25 08:30:00+00:00,251.5952,199.042,272.9072,501.6196,296.74,0.52,4.9999999999999996e-06
2019-08-25 08:45:00+00:00,280.038,215.5596,300.8144,543.7952,297.31,0.6000000000000001,1e-06
2019-08-25 09:00:00+00:00,318.0784,231.3756,339.4076,583.988,297.87,0.65,1e-06
2019-08-25 09:15:00+00:00,364.7692,243.4836,386.5556,621.7488,298.44,0.6900000000000001,0.0
2019-08-25 09:30:00+00:00,455.1184,232.9308,480.0356,656.878,299.01,0.75,0.0
2019-08-25 09:45:00+00:00,585.5388,181.4488,611.5976,689.398,299.56,0.78,0.0
2019-08-25 10:00:00+00:00,681.842,144.7476,699.8896,719.1396,300.11,0.81,0.0
2019-08-25 10:15:00+00:00,733.9628,140.0812,739.1144,745.9504,300.66,0.85,0.0
2019-08-25 10:30:00+00:00,771.9924,143.8252,763.522,769.696,301.21,0.9,0.0
2019-08-25 10:45:00+00:00,804.6396,148.8324,782.6244,790.2572,301.74,0.98,0.0
2019-08-25 11:00:00+00:00,834.8644,152.7276,799.4484,807.532,302.25,1.08,1e-06
2019-08-25 11:15:00+00:00,861.8652,155.9716,813.2808,821.4348,302.77,1.19,2e-06
2019-08-25 11:30:00+00:00,882.7932,160.42,821.6256,831.8964,303.28,1.3,2e-06
2019-08-25 11:45:00+00:00,901.4788,163.302,828.0276,838.866,303.76,1.4100000000000001,4e-06
2019-08-25 12:00:00+00:00,918.09,164.4744,832.6096,842.3084,304.2,1.51,4.9999999999999996e-06
2019-08-25 12:15:00+00:00,930.9544,165.0168,833.9384,842.638,304.65,1.62,7e-06
2019-08-25 12:30:00+00:00,939.0944,165.5148,831.2576,839.8448,305.1,1.72,9e-06
2019-08-25 12:45:00+00:00,945.6256,163.9252,827.1776,833.5196,305.45,1.79,9e-06
2019-08-25 13:00:00+00:00,946.3644,162.9176,818.3288,823.6928,305.73,1.85,7e-06
2019-08-25 13:15:00+00:00,942.3428,161.8052,805.6404,810.4128,306.0,1.9,4e-06
2019-08-25 13:30:00+00:00,932.0204,161.5252,788.0096,793.7444,306.27,1.96,2e-06
2019-08-25 13:45:00+00:00,921.0884,158.5956,769.8848,773.7696,306.45,2.0,1e-06
2019-08-25 14:00:00+00:00,906.9252,154.692,749.2524,750.5872,306.55,2.04,1e-06
2019-08-25 14:15:00+00:00,874.66,158.616,715.3108,724.3116,306.65,2.09,0.0
2019-08-25 14:30:00+00:00,845.304,157.9048,683.6896,695.0752,306.75,2.13,0.0
2019-08-25 14:45:00+00:00,816.1052,154.3816,652.2776,663.0264,306.78,2.17,0.0
2019-08-25 15:00:00+00:00,782.028,151.0156,617.5388,628.3304,306.73,2.19,0.0
2019-08-25 15:15:00+00:00,746.9036,145.816,582.148,591.2756,306.68,2.22,0.0
2019-08-25 15:30:00+00:00,705.5152,141.6552,542.714,552.0656,306.63,2.24,0.0
2019-08-25 15:45:00+00:00,659.6708,137.598,500.6088,510.8228,306.49,2.26,0.0
2019-08-25 16:00:00+00:00,609.414,133.6116,456.0668,467.7948,306.27,2.27,0.0
2019-08-25 16:15:00+00:00,558.5776,127.9372,411.5864,423.2528,306.05,2.27,0.0
2019-08-25 16:30:00+00:00,506.3664,121.1624,366.7304,377.4988,305.82,2.2800000000000002,0.0
2019-08-25 16:45:00+00:00,450.1164,114.426,320.208,330.8708,305.44,2.2,0.0
2019-08-25 17:00:00+00:00,380.32,110.538,267.554,283.7572,304.91,2.04,0.0
2019-08-25 17:15:00+00:00,311.1996,103.6416,216.936,236.6168,304.37,1.87,0.0
2019-08-25 17:30:00+00:00,240.8884,93.792,167.8084,190.0184,303.84,1.71,0.0
2019-08-25 17:45:00+00:00,171.758,80.0172,121.6204,144.702,303.11,1.65,0.0
2019-08-25 18:00:00+00:00,109.2672,62.0832,80.8756,101.686,302.2,1.6800000000000002,0.0
2019-08-25 18:15:00+00:00,56.3528,40.4452,46.1244,62.4232,301.3,1.72,0.0
2019-08-25 18:30:00+00:00,22.25,18.7588,20.1828,29.2488,300.39,1.76,0.0
2019-08-25 18:45:00+00:00,4.038,4.0072,4.2208,5.9904,299.74,1.79,0.0
2019-08-25 19:00:00+00:00,0.0,0.0,0.0,0.0,299.35,1.79,0.0
2019-08-25 19:15:00+00:00,0.0,0.0,0.0,0.0,298.95,1.8,0.0
2019-08-25 19:30:00+00:00,0.0,0.0,0.0,0.0,298.56,1.82,0.0
2019-08-25 19:45:00+00:00,0.0,0.0,0.0,0.0,298.27,1.81,0.0
2019-08-25 20:00:00+00:00,0.0,0.0,0.0,0.0,298.06,1.78,0.0
2019-08-25 20:15:00+00:00,0.0,0.0,0.0,0.0,297.86,1.75,0.0
2019-08-25 20:30:00+00:00,0.0,0.0,0.0,0.0,297.66,1.74,0.0
2019-08-25 20:45:00+00:00,0.0,0.0,0.0,0.0,297.46,1.73,0.0
2019-08-25 21:00:00+00:00,0.0,0.0,0.0,0.0,297.26,1.72,0.0
2019-08-25 21:15:00+00:00,0.0,0.0,0.0,0.0,297.06,1.71,0.0
2019-08-25 21:30:00+00:00,0.0,0.0,0.0,0.0,296.86,1.71,0.0
2019-08-25 21:45:00+00:00,0.0,0.0,0.0,0.0,296.63,1.71,0.0
2019-08-25 22:00:00+00:00,0.0,0.0,0.0,0.0,296.38,1.7000000000000002,0.0
2019-08-25 22:15:00+00:00,0.0,0.0,0.0,0.0,296.13,1.7000000000000002,0.0
2019-08-25 22:30:00+00:00,0.0,0.0,0.0,0.0,295.87,1.69,0.0
2019-08-25 22:45:00+00:00,0.0,0.0,0.0,0.0,295.6,1.6800000000000002,0.0
2019-08-25 23:00:00+00:00,0.0,0.0,0.0,0.0,295.32,1.6600000000000001,0.0
2019-08-25 23:15:00+00:00,0.0,0.0,0.0,0.0,295.04,1.63,0.0
2019-08-25 23:30:00+00:00,0.0,0.0,0.0,0.0,294.75,1.6099999999999999,0.0
2019-08-25 23:45:00+00:00,0.0,0.0,0.0,0.0,294.46,1.58,2e-06
2019-08-26 00:00:00+00:00,0.0,0.0,0.0,0.0,294.17,1.55,4.9999999999999996e-06
2019-08-26 00:15:00+00:00,0.0,0.0,0.0,0.0,293.87,1.51,9e-06
2019-08-26 00:30:00+00:00,0.0,0.0,0.0,0.0,293.57,1.48,1.3000000000000001e-05
2019-08-26 00:45:00+00:00,0.0,0.0,0.0,0.0,293.31,1.46,3.2000000000000005e-05
2019-08-26 01:00:00+00:00,0.0,0.0,0.0,0.0,293.1,1.44,6.6e-05
2019-08-26 01:15:00+00:00,0.0,0.0,0.0,0.0,292.89,1.42,0.0001
2019-08-26 01:30:00+00:00,0.0,0.0,0.0,0.0,292.68,1.4100000000000001,0.000134
2019-08-26 01:45:00+00:00,0.0,0.0,0.0,0.0,292.5,1.3900000000000001,0.000175
2019-08-26 02:00:00+00:00,0.0,0.0,0.0,0.0,292.34,1.3599999999999999,0.00022099999999999998
2019-08-26 02:15:00+00:00,0.0,0.0,0.0,0.0,292.19,1.33,0.000268
2019-08-26 02:30:00+00:00,0.0,0.0,0.0,0.0,292.03,1.31,0.00031499999999999996
2019-08-26 02:45:00+00:00,0.0,0.0,0.0,0.0,291.89,1.26,0.00043599999999999997
2019-08-26 03:00:00+00:00,0.0,0.0,0.0,0.0,291.76,1.19,0.0006309999999999999
2019-08-26 03:15:00+00:00,0.0,0.0,0.0,0.0,291.64,1.13,0.0008269999999999999
2019-08-26 03:30:00+00:00,0.0,0.0,0.0,0.0,291.52,1.06,0.001022
2019-08-26 03:45:00+00:00,0.0,0.0,0.0,0.0,291.41,0.97,0.001267
2019-08-26 04:00:00+00:00,0.0,0.0,0.0,0.0,291.31,0.85,0.0015600000000000002
2019-08-26 04:15:00+00:00,0.0,0.0,0.0,0.0,291.22,0.74,0.001854
2019-08-26 04:30:00+00:00,0.0,0.0,0.0,0.0,291.12,0.63,0.0021479999999999997
2019-08-26 04:45:00+00:00,0.0,0.0,0.0,0.0,291.05,0.51,0.002391
2019-08-26 05:00:00+00:00,0.0,0.0,0.0,0.0,291.0,0.41000000000000003,0.002584
2019-08-26 05:15:00+00:00,0.0,0.0,0.0,0.0,290.95,0.35000000000000003,0.002776
2019-08-26 05:30:00+00:00,1.4784000000000002,1.4668,1.5452,3.5032,290.91,0.36,0.002969
2019-08-26 05:45:00+00:00,9.1308,9.0608,9.5444,23.29,291.06,0.44,0.002784
2019-08-26 06:00:00+00:00,18.9468,18.7928,20.9744,53.582,291.43,0.5700000000000001,0.002221
2019-08-26 06:15:00+00:00,31.5812,31.3172,35.9468,90.6204,291.79,0.72,0.001658
2019-08-26 06:30:00+00:00,46.6476,46.2368,53.9504,132.0608,292.15,0.88,0.001095
2019-08-26 06:45:00+00:00,65.4748,63.786,74.53960000000001,176.29,292.59,0.97,0.000712
2019-08-26 07:00:00+00:00,95.0624,88.6804,111.0444,222.15,293.1,1.0,0.000509
2019-08-26 07:15:00+00:00,118.998,107.6624,137.1488,268.7988,293.61,1.04,0.000305
2019-08-26 07:30:00+00:00,140.5408,124.6512,158.5348,315.6012,294.12,1.08,0.000102
2019-08-26 07:45:00+00:00,147.7336,133.2324,160.8804,362.0552,294.83,1.15,0.0
