,poa_global,poa_diffuse,ghi,ghi_c,temp_air,wind_speed,rain_fall
2019-08-01 00:00:00+00:00,0.0,0.0,0.0,0.0,290.39,2.09,0.0
2019-08-01 00:15:00+00:00,0.0,0.0,0.0,0.0,290.24,2.1,0.0
2019-08-01 00:30:00+00:00,0.0,0.0,0.0,0.0,290.08,2.1,0.0
2019-08-01 00:45:00+00:00,0.0,0.0,0.0,0.0,289.94,2.11,0.0
2019-08-01 01:00:00+00:00,0.0,0.0,0.0,0.0,289.82,2.11,0.0
2019-08-01 01:15:00+00:00,0.0,0.0,0.0,0.0,289.7,2.11,0.0
2019-08-01 01:30:00+00:00,0.0,0.0,0.0,0.0,289.58,2.12,0.0
2019-08-01 01:45:00+00:00,0.0,0.0,0.0,0.0,289.46,2.12,0.0
2019-08-01 02:00:00+00:00,0.0,0.0,0.0,0.0,289.35,2.11,0.0
2019-08-01 02:15:00+00:00,0.0,0.0,0.0,0.0,289.24,2.11,0.0
2019-08-01 02:30:00+00:00,0.0,0.0,0.0,0.0,289.14,2.1,0.0
2019-08-01 02:45:00+00:00,0.0,0.0,0.0,0.0,289.03,2.09,0.0
2019-08-01 03:00:00+00:00,0.0,0.0,0.0,0.0,288.93,2.07,0.0
2019-08-01 03:15:00+00:00,0.0,0.0,0.0,0.0,288.83,2.05,0.0
2019-08-01 03:30:00+00:00,0.0,0.0,0.0,0.0,288.73,2.04,0.0
2019-08-01 03:45:00+00:00,0.0,0.0,0.0,0.0,288.62,2.02,1e-06
2019-08-01 04:00:00+00:00,0.0,0.0,0.0,0.0,288.5,2.0,2e-06
2019-08-01 04:15:00+00:00,0.0,0.0,0.0,0.0,288.37,1.99,4e-06
2019-08-01 04:30:00+00:00,0.0,0.0,0.0,0.0,288.25,1.98,6e-06
2019-08-01 04:45:00+00:00,0.0,0.0,0.0,0.0,288.32,2.0,0.0005700000000000001
2019-08-01 05:00:00+00:00,0.1316,0.1308,0.1376,2.0448,288.59,2.06,0.001696
2019-08-01 05:15:00+00:00,3.428,3.4016,3.5832,16.3312,288.87,2.13,0.002822
2019-08-01 05:30:00+00:00,9.3644,9.2896,10.2008,38.6696,289.14,2.2,0.003949
2019-08-01 05:45:00+00:00,16.4176,16.2832,18.3028,67.118,289.39,2.24,0.012882999999999999
2019-08-01 06:00:00+00:00,25.0832,24.8772,28.0376,100.4064,289.61,2.25,0.029626
2019-08-01 06:15:00+00:00,32.6892,32.419200000000004,36.5196,137.1644,289.82,2.29,0.046368
2019-08-01 06:30:00+00:00,39.252,38.644800000000004,42.7496,176.33,290.04,2.34,0.06311
2019-08-01 06:45:00+00:00,44.67,43.5508,48.0796,217.29,290.25,2.08,0.20596899999999999
2019-08-01 07:00:00+00:00,49.7736,48.182,53.1164,259.4204,290.45,1.53,0.474945
2019-08-01 07:15:00+00:00,51.4656,49.5504,54.5416,302.1884,290.65,1.03,0.74392
2019-08-01 07:30:00+00:00,58.4676,56.0348,61.6516,345.1268,290.85,0.73,1.012896
2019-08-01 07:45:00+00:00,58.2424,55.6272,61.1456,387.8312,290.94,0.62,1.239957
2019-08-01 08:00:00+00:00,63.23,60.202,66.1496,430.184,290.93,1.25,1.425106
2019-08-01 08:15:00+00:00,77.2956,73.3804,80.6452,471.6364,290.92,2.17,1.6102539999999999
2019-08-01 08:30:00+00:00,80.4016,76.1612,83.6668,511.7612,290.9,3.14,1.795402
2019-08-01 08:45:00+00:00,82.9432,78.4148,86.1116,550.298,290.79,3.6,1.796786
2019-08-01 09:00:00+00:00,90.6068,85.4988,93.8804,587.0108,290.58,3.63,1.614405
2019-08-01 09:15:00+00:00,101.1144,95.246,104.584,625.0284,290.37,3.75,1.432023
2019-08-01 09:30:00+00:00,91.4044,86.0024,94.3808,663.9564,290.15,3.95,1.249642
2019-08-01 09:45:00+00:00,104.4216,98.0972,107.6592,700.5116,290.18,4.05,1.09925
2019-08-01 10:00:00+00:00,116.6244,109.4072,120.078,734.648,290.43,3.99,0.980846
2019-08-01 10:15:00+00:00,119.0912,111.5984,122.4612,765.9736,290.69,3.96,0.8624419999999999
2019-08-01 10:30:00+00:00,99.5516,93.228,102.2524,794.3104,290.95,3.96,0.744038
2019-08-01 10:45:00+00:00,137.0384,128.0328,140.5696,819.5488,291.21,3.87,0.641056
2019-08-01 11:00:00+00:00,390.5444,298.4784,395.616,841.5956,291.48,3.7,0.553497
2019-08-01 11:15:00+00:00,614.338,323.1984,609.1884,860.3876,291.74,3.58,0.465939
2019-08-01 11:30:00+00:00,337.2436,280.038,341.4948,875.8752,292.01,3.51,0.37838000000000005
2019-08-01 11:45:00+00:00,254.9848,233.638,259.9628,887.9928,292.28,3.4,0.306403
2019-08-01 12:00:00+00:00,274.2072,249.386,279.0,896.72,292.56,3.2800000000000002,0.250008
2019-08-01 12:15:00+00:00,231.2312,212.8804,235.4292,899.4812,292.84,3.27,0.19361199999999998
2019-08-01 12:30:00+00:00,203.3744,188.1436,207.0468,896.4516,293.11,3.36,0.137217
2019-08-01 12:45:00+00:00,218.8028,201.6904,222.4288,890.04,293.49,3.42,0.096741
2019-08-01 13:00:00+00:00,225.0404,206.94,228.484,880.2676,293.98,3.41,0.072185
2019-08-01 13:15:00+00:00,230.054,210.9724,233.2604,867.1724,294.47,3.44,0.047630000000000006
2019-08-01 13:30:00+00:00,227.2636,208.1952,230.1976,850.8132,294.95,3.51,0.023073999999999997
2019-08-01 13:45:00+00:00,253.262,229.2296,255.6528,831.258,295.43,3.47,0.009446999999999999
2019-08-01 14:00:00+00:00,258.3348,232.4752,260.2064,808.5928,295.9,3.2800000000000002,0.006748
2019-08-01 14:15:00+00:00,258.5736,231.1924,259.8028,782.9196,296.36,3.1,0.004050000000000001
2019-08-01 14:30:00+00:00,406.4004,295.3764,389.724,754.3564,296.83,2.92,0.001351
2019-08-01 14:45:00+00:00,625.5268,271.718,552.666,723.0356,297.18,2.7199999999999998,2e-06
2019-08-01 15:00:00+00:00,709.7048,223.6032,605.2356,689.1068,297.41,2.5,4e-06
2019-08-01 15:15:00+00:00,660.6024,224.3296,561.6572,652.9388,297.65,2.2800000000000002,4.9999999999999996e-06
2019-08-01 15:30:00+00:00,688.2164,188.6544,571.568,614.728,297.88,2.07,6e-06
2019-08-01 15:45:00+00:00,696.8124,158.542,567.6172,574.5016,298.0,1.9,9e-06
2019-08-01 16:00:00+00:00,652.3888,153.5228,526.6224,532.4856,298.02,1.78,1.4e-05
2019-08-01 16:15:00+00:00,606.6496,147.3468,485.014,488.9316,298.03,1.69,1.9e-05
2019-08-01 16:30:00+00:00,551.7708,143.782,437.7948,444.1176,298.04,1.63,2.4e-05
2019-08-01 16:45:00+00:00,496.5944,138.524,390.9868,398.3536,297.97,1.6099999999999999,2.4e-05
2019-08-01 17:00:00+00:00,438.3976,132.7928,342.974,351.9876,297.81,1.6400000000000001,2.1000000000000002e-05
2019-08-01 17:15:00+00:00,376.2852,126.458,293.4884,305.418,297.65,1.69,1.8e-05
2019-08-01 17:30:00+00:00,245.44,128.5896,204.6668,259.1108,297.49,1.78,1.5000000000000002e-05
2019-08-01 17:45:00+00:00,159.1908,108.4764,141.7936,213.628,297.15,1.78,1.2e-05
2019-08-01 18:00:00+00:00,131.216,90.8652,116.3964,169.666,296.63,1.69,1e-05
2019-08-01 18:15:00+00:00,94.938,70.372,85.6816,128.5724,296.11,1.6,7e-06
2019-08-01 18:30:00+00:00,61.054,49.3112,56.7124,91.1112,295.59,1.51,4e-06
2019-08-01 18:45:00+00:00,36.0816,30.98,34.2484,57.9052,295.04,1.52,6e-06
2019-08-01 19:00:00+00:00,17.7944,15.5472,16.9144,30.3308,294.46,1.62,1.2e-05
2019-08-01 19:15:00+00:00,5.2808,5.24,5.52,9.8504,293.88,1.73,1.8e-05
2019-08-01 19:30:00+00:00,0.16240000000000002,0.1612,0.17,0.2272,293.31,1.83,2.4e-05
2019-08-01 19:45:00+00:00,0.0,0.0,0.0,0.0,292.95,1.88,6.7e-05
2019-08-01 20:00:00+00:00,0.0,0.0,0.0,0.0,292.81,1.8599999999999999,0.000145
2019-08-01 20:15:00+00:00,0.0,0.0,0.0,0.0,292.68,1.8599999999999999,0.000224
2019-08-01 20:30:00+00:00,0.0,0.0,0.0,0.0,292.54,1.8599999999999999,0.000303
2019-08-01 20:45:00+00:00,0.0,0.0,0.0,0.0,292.46,1.83,0.000352
2019-08-01 21:00:00+00:00,0.0,0.0,0.0,0.0,292.44,1.79,0.00037000000000000005
2019-08-01 21:15:00+00:00,0.0,0.0,0.0,0.0,292.41,1.76,0.000388
2019-08-01 21:30:00+00:00,0.0,0.0,0.0,0.0,292.38,1.74,0.000405
2019-08-01 21:45:00+00:00,0.0,0.0,0.0,0.0,292.32,1.71,0.000368
2019-08-01 22:00:00+00:00,0.0,0.0,0.0,0.0,292.21,1.6800000000000002,0.000274
2019-08-01 22:15:00+00:00,0.0,0.0,0.0,0.0,292.11,1.6600000000000001,0.00018
2019-08-01 22:30:00+00:00,0.0,0.0,0.0,0.0,292.0,1.65,8.7e-05
2019-08-01 22:45:00+00:00,0.0,0.0,0.0,0.0,291.85,1.67,3.7000000000000005e-05
2019-08-01 23:00:00+00:00,0.0,0.0,0.0,0.0,291.65,1.7000000000000002,3.2000000000000005e-05
2019-08-01 23:15:00+00:00,0.0,0.0,0.0,0.0,291.45,1.73,2.7000000000000002e-05
2019-08-01 23:30:00+00:00,0.0,0.0,0.0,0.0,291.24,1.77,2.1000000000000002e-05
2019-08-01 23:45:00+00:00,0.0,0.0,0.0,0.0,291.02,1.82,2e-05
2019-08-02 00:00:00+00:00,0.0,0.0,0.0,0.0,290.78,1.87,2.3e-05
2019-08-02 00:15:00+00:00,0.0,0.0,0.0,0.0,290.53,1.92,2.5e-05
2019-08-02 00:30:00+00:00,0.0,0.0,0.0,0.0,290.29,1.98,2.8e-05
2019-08-02 00:45:00+00:00,0.0,0.0,0.0,0.0,290.07,2.01,0.000129
2019-08-02 01:00:00+00:00,0.0,0.0,0.0,0.0,289.86,2.01,0.000329
2019-08-02 01:15:00+00:00,0.0,0.0,0.0,0.0,289.66,2.03,0.000529
2019-08-02 01:30:00+00:00,0.0,0.0,0.0,0.0,289.46,2.04,0.0007289999999999999
2019-08-02 01:45:00+00:00,0.0,0.0,0.0,0.0,289.27,2.03,0.000923
2019-08-02 02:00:00+00:00,0.0,0.0,0.0,0.0,289.11,1.99,0.001112
2019-08-02 02:15:00+00:00,0.0,0.0,0.0,0.0,288.94,1.96,0.0013009999999999999
2019-08-02 02:30:00+00:00,0.0,0.0,0.0,0.0,288.78,1.9300000000000002,0.0014900000000000002
2019-08-02 02:45:00+00:00,0.0,0.0,0.0,0.0,288.62,1.88,0.001865
2019-08-02 03:00:00+00:00,0.0,0.0,0.0,0.0,288.47,1.83,0.002425
2019-08-02 03:15:00+00:00,0.0,0.0,0.0,0.0,288.32,1.78,0.002985
2019-08-02 03:30:00+00:00,0.0,0.0,0.0,0.0,288.18,1.73,0.0035459999999999997
2019-08-02 03:45:00+00:00,0.0,0.0,0.0,0.0,288.05,1.7000000000000002,0.0039900000000000005
2019-08-02 04:00:00+00:00,0.0,0.0,0.0,0.0,287.94,1.67,0.004319
2019-08-02 04:15:00+00:00,0.0,0.0,0.0,0.0,287.84,1.65,0.0046489999999999995
2019-08-02 04:30:00+00:00,0.0,0.0,0.0,0.0,287.73,1.63,0.004978
2019-08-02 04:45:00+00:00,0.0,0.0,0.0,0.0,287.82,1.6099999999999999,0.0049900000000000005
2019-08-02 05:00:00+00:00,1.38,1.3696000000000002,1.4424000000000001,1.568,288.12,1.6099999999999999,0.004685
2019-08-02 05:15:00+00:00,9.97,9.8936,10.4216,16.0208,288.41,1.6,0.00438
2019-08-02 05:30:00+00:00,25.1576,24.9516,28.0256,40.7244,288.7,1.5899999999999999,0.0040739999999999995
2019-08-02 05:45:00+00:00,41.368,40.9612,55.4016,72.7956,289.05,1.54,0.003534
2019-08-02 06:00:00+00:00,53.4928,52.8364,89.324,110.386,289.45,1.44,0.002757
2019-08-02 06:15:00+00:00,60.784,59.8268,129.346,151.6168,289.84,1.35,0.001981
2019-08-02 06:30:00+00:00,77.462,66.006,175.1576,195.1456,290.24,1.25,0.001204
2019-08-02 06:45:00+00:00,108.0832,71.1552,223.4628,240.2932,290.75,1.17,0.000714
2019-08-02 07:00:00+00:00,146.1752,76.5596,272.1612,286.3752,291.38,1.09,0.000511
2019-08-02 07:15:00+00:00,189.6536,81.1404,322.3108,332.8496,292.0,1.02,0.000307
2019-08-02 07:30:00+00:00,236.086,88.8496,367.746,379.2664,292.63,0.9500000000000001,0.000104
2019-08-02 07:45:00+00:00,285.3064,94.6164,415.2648,425.2388,293.43,0.96,3e-06
2019-08-02 08:00:00+00:00,335.7172,100.7804,461.1448,470.4232,294.4,1.07,4.9999999999999996e-06
2019-08-02 08:15:00+00:00,388.6444,104.4224,509.162,514.5076,295.38,1.2,6e-06
2019-08-02 08:30:00+00:00,439.7552,110.4992,552.0392,557.2096,296.35,1.33,8e-06
2019-08-02 08:45:00+00:00,488.4292,118.4144,590.3864,598.2696,297.1,1.42,1.1000000000000001e-05
2019-08-02 09:00:00+00:00,536.3144,125.6964,627.4152,637.452,297.63,1.46,1.4e-05
2019-08-02 09:15:00+00:00,584.3604,131.2108,664.4424,675.064,298.16,1.49,1.7000000000000003e-05
2019-08-02 09:30:00+00:00,630.4364,136.7228,698.8092,710.852,298.69,1.53,2.1000000000000002e-05
2019-08-02 09:45:00+00:00,675.0648,141.4884,731.332,744.1288,299.15,1.55,2e-05
2019-08-02 10:00:00+00:00,716.3452,146.8508,760.004,774.7328,299.56,1.54,1.4e-05
2019-08-02 10:15:00+00:00,758.0624,149.4972,789.1352,802.5192,299.96,1.54,9e-06
2019-08-02 10:30:00+00:00,798.33,150.8608,816.6096,827.3612,300.36,1.54,4e-06
2019-08-02 10:45:00+00:00,838.6912,149.638,844.01,849.1424,300.73,1.55,1e-06
2019-08-02 11:00:00+00:00,867.8868,154.1808,860.1204,867.7596,301.06,1.57,1e-06
2019-08-02 11:15:00+00:00,888.4108,162.1828,867.986,883.1296,301.4,1.5899999999999999,1e-06
2019-08-02 11:30:00+00:00,912.468,164.5492,879.5408,895.1856,301.74,1.62,0.0
2019-08-02 11:45:00+00:00,928.9296,169.2812,884.1656,903.8772,302.04,1.65,0.0
2019-08-02 12:00:00+00:00,930.9072,180.9128,875.8848,909.176,302.31,1.7000000000000002,0.0
2019-08-02 12:15:00+00:00,913.2676,202.068,850.9208,910.8004,302.58,1.74,0.0
2019-08-02 12:30:00+00:00,804.4928,272.7356,749.3652,908.764,302.85,1.79,0.0
2019-08-02 12:45:00+00:00,817.6828,267.2788,753.4408,903.3256,303.07,1.8399999999999999,0.0
2019-08-02 13:00:00+00:00,889.7996,225.1004,805.8464,894.5056,303.24,1.8900000000000001,0.0
2019-08-02 13:15:00+00:00,924.6576,200.6028,826.4556,882.3472,303.41,1.9500000000000002,0.0
2019-08-02 13:30:00+00:00,927.4948,192.8932,820.3216,866.9092,303.57,2.0,0.0
2019-08-02 13:45:00+00:00,889.4808,207.1012,781.4508,848.2676,303.68,2.05,0.0
2019-08-02 14:00:00+00:00,894.6384,192.608,776.954,826.5128,303.74,2.11,0.0
2019-08-02 14:15:00+00:00,906.2528,171.4188,777.2428,801.7512,303.8,2.17,0.0
2019-08-02 14:30:00+00:00,871.6896,175.39,741.6148,774.104,303.85,2.22,0.0
2019-08-02 14:45:00+00:00,820.256,186.0796,693.7768,743.7076,303.86,2.2800000000000002,0.0
2019-08-02 15:00:00+00:00,735.4808,210.3008,622.718,710.7124,303.81,2.33,0.0
2019-08-02 15:15:00+00:00,712.9548,199.5908,597.3412,675.4508,303.76,2.39,0.0
2019-08-02 15:30:00+00:00,734.7248,163.9188,603.0636,638.0972,303.71,2.45,0.0
2019-08-02 15:45:00+00:00,731.468,138.5456,590.6212,598.6896,303.6,2.49,0.0
2019-08-02 16:00:00+00:00,691.2388,131.7164,552.002,557.4408,303.43,2.5300000000000002,0.0
2019-08-02 16:15:00+00:00,640.9644,128.5468,506.732,514.5796,303.25,2.5700000000000003,0.0
2019-08-02 16:30:00+00:00,588.3112,124.8008,460.3324,470.3532,303.08,2.61,0.0
2019-08-02 16:45:00+00:00,536.8744,118.7704,415.2476,425.0292,302.83,2.63,0.0
2019-08-02 17:00:00+00:00,480.0972,113.8952,367.3084,378.8988,302.49,2.62,0.0
2019-08-02 17:15:00+00:00,422.4536,107.964,319.5916,332.2844,302.15,2.61,0.0
2019-08-02 17:30:00+00:00,357.7284,103.4828,268.6312,285.546,301.82,2.6,0.0
2019-08-02 17:45:00+00:00,294.4356,96.6048,219.8244,239.0992,301.25,2.52,0.0
2019-08-02 18:00:00+00:00,226.932,88.6484,170.332,193.4376,300.46,2.37,0.0
2019-08-02 18:15:00+00:00,163.9908,76.8696,125.1212,149.0188,299.67,2.22,0.0
2019-08-02 18:30:00+00:00,106.6924,61.3988,84.6852,106.75,298.87,2.06,0.0
2019-08-02 18:45:00+00:00,58.8608,42.482,50.4364,68.0536,298.08,2.04,0.0
2019-08-02 19:00:00+00:00,25.7728,22.0724,24.0676,34.8208,297.29,2.16,0.0
2019-08-02 19:15:00+00:00,6.5592,6.5088,6.8564,10.0612,296.51,2.27,0.0
2019-08-02 19:30:00+00:00,0.0872,0.0868,0.0912,0.09920000000000001,295.72,2.39,0.0
2019-08-02 19:45:00+00:00,0.0,0.0,0.0,0.0,295.19,2.47,0.0
2019-08-02 20:00:00+00:00,0.0,0.0,0.0,0.0,294.91,2.51,0.0
2019-08-02 20:15:00+00:00,0.0,0.0,0.0,0.0,294.63,2.56,0.0
2019-08-02 20:30:00+00:00,0.0,0.0,0.0,0.0,294.35,2.61,0.0
2019-08-02 20:45:00+00:00,0.0,0.0,0.0,0.0,294.08,2.63,0.0
2019-08-02 21:00:00+00:00,0.0,0.0,0.0,0.0,293.83,2.65,0.0
2019-08-02 21:15:00+00:00,0.0,0.0,0.0,0.0,293.57,2.66,0.0
2019-08-02 21:30:00+00:00,0.0,0.0,0.0,0.0,293.32,2.68,0.0
2019-08-02 21:45:00+00:00,0.0,0.0,0.0,0.0,293.06,2.67,0.0
2019-08-02 22:00:00+00:00,0.0,0.0,0.0,0.0,292.8,2.64,0.0
2019-08-02 22:15:00+00:00,0.0,0.0,0.0,0.0,292.55,2.6,0.0
2019-08-02 22:30:00+00:00,0.0,0.0,0.0,0.0,292.29,2.5700000000000003,0.0
2019-08-02 22:45:00+00:00,0.0,0.0,0.0,0.0,292.03,2.52,0.0
2019-08-02 23:00:00+00:00,0.0,0.0,0.0,0.0,291.78,2.45,0.0
2019-08-02 23:15:00+00:00,0.0,0.0,0.0,0.0,291.52,2.38,0.0
2019-08-02 23:30:00+00:00,0.0,0.0,0.0,0.0,291.27,2.32,0.0
2019-08-02 23:45:00+00:00,0.0,0.0,0.0,0.0,291.04,2.26,0.0
2019-08-03 00:00:00+00:00,0.0,0.0,0.0,0.0,290.82,2.2,0.0
2019-08-03 00:15:00+00:00,0.0,0.0,0.0,0.0,290.61,2.15,0.0
2019-08-03 00:30:00+00:00,0.0,0.0,0.0,0.0,290.4,2.1,0.0
2019-08-03 00:45:00+00:00,0.0,0.0,0.0,0.0,290.21,2.06,0.0
2019-08-03 01:00:00+00:00,0.0,0.0,0.0,0.0,290.04,2.02,0.0
2019-08-03 01:15:00+00:00,0.0,0.0,0.0,0.0,289.87,1.99,0.0
2019-08-03 01:30:00+00:00,0.0,0.0,0.0,0.0,289.7,1.96,0.0
2019-08-03 01:45:00+00:00,0.0,0.0,0.0,0.0,289.56,1.9300000000000002,0.0
2019-08-03 02:00:00+00:00,0.0,0.0,0.0,0.0,289.45,1.9,0.0
2019-08-03 02:15:00+00:00,0.0,0.0,0.0,0.0,289.35,1.88,0.0
2019-08-03 02:30:00+00:00,0.0,0.0,0.0,0.0,289.24,1.8599999999999999,0.0
2019-08-03 02:45:00+00:00,0.0,0.0,0.0,0.0,289.14,1.8399999999999999,0.0
2019-08-03 03:00:00+00:00,0.0,0.0,0.0,0.0,289.06,1.81,0.0
2019-08-03 03:15:00+00:00,0.0,0.0,0.0,0.0,288.97,1.79,0.0
2019-08-03 03:30:00+00:00,0.0,0.0,0.0,0.0,288.89,1.78,0.0
2019-08-03 03:45:00+00:00,0.0,0.0,0.0,0.0,288.79,1.76,0.0
2019-08-03 04:00:00+00:00,0.0,0.0,0.0,0.0,288.69,1.75,0.0
2019-08-03 04:15:00+00:00,0.0,0.0,0.0,0.0,288.6,1.74,0.0
2019-08-03 04:30:00+00:00,0.0,0.0,0.0,0.0,288.5,1.73,0.0
2019-08-03 04:45:00+00:00,0.0,0.0,0.0,0.0,288.61,1.72,0.0
2019-08-03 05:00:00+00:00,1.0928,1.0844,1.1424,1.2252,288.95,1.71,0.0
2019-08-03 05:15:00+00:00,10.7416,10.6592,11.228,16.8752,289.29,1.69,0.0
2019-08-03 05:30:00+00:00,27.552,27.3236,31.1036,45.436,289.62,1.6800000000000002,0.0
2019-08-03 05:45:00+00:00,41.2968,40.8372,62.5304,81.4284,290.05,1.69,0.0
2019-08-03 06:00:00+00:00,48.3744,47.6416,99.7268,122.1188,290.56,1.71,0.0
2019-08-03 06:15:00+00:00,50.7372,49.6872,142.8684,165.8336,291.07,1.73,0.0
2019-08-03 06:30:00+00:00,66.2796,52.584,191.3064,211.4924,291.58,1.76,0.0
2019-08-03 06:45:00+00:00,101.6924,58.0444,238.8656,258.3496,292.27,1.74,0.0
2019-08-03 07:00:00+00:00,143.6344,62.9592,288.276,305.8272,293.14,1.69,0.0
2019-08-03 07:15:00+00:00,191.1384,64.3572,343.0484,353.4528,294.0,1.6400000000000001,0.0
2019-08-03 07:30:00+00:00,241.3616,70.5872,390.6236,400.8244,294.87,1.5899999999999999,0.0
2019-08-03 07:45:00+00:00,293.888,75.7036,439.0616,447.5884,295.82,1.62,0.0
2019-08-03 08:00:00+00:00,347.2432,81.2016,485.8388,493.4308,296.86,1.75,0.0
2019-08-03 08:15:00+00:00,402.2836,84.9624,533.6424,538.0676,297.9,1.87,0.0
2019-08-03 08:30:00+00:00,454.1592,92.1416,574.8812,581.2388,298.94,2.01,0.0
2019-08-03 08:45:00+00:00,505.9732,98.3016,615.58,622.706,299.71,2.07,0.0
2019-08-03 09:00:00+00:00,556.424,104.3876,654.1676,662.2464,300.22,2.05,0.0
2019-08-03 09:15:00+00:00,605.5544,110.0592,690.8772,699.8648,300.72,2.04,0.0
2019-08-03 09:30:00+00:00,652.4784,115.7972,724.8372,735.3436,301.23,2.03,0.0
2019-08-03 09:45:00+00:00,697.75,120.8472,756.878,768.2968,301.68,2.01,0.0
2019-08-03 10:00:00+00:00,739.8456,126.2544,785.398,798.5644,302.09,1.98,0.0
2019-08-03 10:15:00+00:00,782.3272,128.9132,814.416,825.9976,302.5,1.9500000000000002,0.0
2019-08-03 10:30:00+00:00,821.6932,131.5244,840.1232,850.4672,302.91,1.92,0.0
2019-08-03 10:45:00+00:00,858.886,133.1744,863.6048,871.858,303.29,1.8900000000000001,0.0
2019-08-03 11:00:00+00:00,892.5436,134.748,883.5652,890.0712,303.64,1.8599999999999999,0.0
2019-08-03 11:15:00+00:00,927.9932,132.1752,905.254,905.024,303.99,1.8399999999999999,0.0
2019-08-03 11:30:00+00:00,957.7696,130.88,921.4348,916.6488,304.34,1.81,0.0
2019-08-03 11:45:00+00:00,978.5512,133.0888,929.166,924.8956,304.66,1.79,0.0
2019-08-03 12:00:00+00:00,1002.9996,129.5908,940.3996,929.7292,304.95,1.76,0.0
2019-08-03 12:15:00+00:00,1015.458,131.4388,940.786,930.9092,305.23,1.74,0.0
2019-08-03 12:30:00+00:00,1025.154,132.0152,938.8872,928.4404,305.52,1.71,0.0
2019-08-03 12:45:00+00:00,1031.4932,131.7008,934.216,922.5452,305.75,1.69,0.0
2019-08-03 13:00:00+00:00,1028.7248,134.386,921.8648,913.2496,305.94,1.67,0.0
2019-08-03 13:15:00+00:00,1009.6388,144.7816,895.9976,900.594,306.13,1.65,0.0
2019-08-03 13:30:00+00:00,999.8812,145.648,878.432,884.6364,306.31,1.6400000000000001,0.0
2019-08-03 13:45:00+00:00,986.1672,145.9856,857.8532,865.4504,306.45,1.63,0.0
2019-08-03 14:00:00+00:00,967.3496,146.5728,833.378,843.1252,306.53,1.63,0.0
2019-08-03 14:15:00+00:00,943.3704,147.4604,805.0596,817.766,306.61,1.62,0.0
2019-08-03 14:30:00+00:00,916.73,147.1168,774.9264,789.4936,306.69,1.62,0.0
2019-08-03 14:45:00+00:00,889.3972,144.4176,744.5048,758.4436,306.73,1.63,0.0
2019-08-03 15:00:00+00:00,859.6196,140.5896,712.4168,724.7676,306.72,1.63,0.0
2019-08-03 15:15:00+00:00,829.7524,134.3332,680.4184,688.5796,306.71,1.6400000000000001,0.0
2019-08-03 15:30:00+00:00,794.3436,129.068,644.498,650.064,306.7,1.65,0.0
2019-08-03 15:45:00+00:00,748.9216,127.4852,601.602,609.468,306.61,1.67,0.0
2019-08-03 16:00:00+00:00,707.1536,121.6544,561.6296,567.0028,306.44,1.7000000000000002,0.0
2019-08-03 16:15:00+00:00,657.8956,118.1572,516.7848,522.9012,306.27,1.74,0.0
2019-08-03 16:30:00+00:00,604.922,114.89,469.87,477.4064,306.11,1.78,0.0
2019-08-03 16:45:00+00:00,551.1672,110.3468,422.984,430.788,305.84,1.81,0.0
2019-08-03 17:00:00+00:00,492.6076,106.7244,373.64,383.3476,305.47,1.81,0.0
2019-08-03 17:15:00+00:00,427.4568,104.5036,321.164,335.422,305.1,1.82,0.0
2019-08-03 17:30:00+00:00,359.8548,101.4264,268.4496,287.3976,304.73,1.82,0.0
2019-08-03 17:45:00+00:00,294.5624,95.338,218.5412,239.7224,304.06,1.82,0.0
2019-08-03 18:00:00+00:00,230.5504,86.8008,170.956,192.9352,303.09,1.81,0.0
2019-08-03 18:15:00+00:00,166.522,75.6292,125.3008,147.8112,302.12,1.81,0.0
2019-08-03 18:30:00+00:00,107.8796,60.6956,84.4344,105.216,301.16,1.8,0.0
2019-08-03 18:45:00+00:00,58.3008,41.8024,49.578,66.32,300.27,1.8599999999999999,0.0
2019-08-03 19:00:00+00:00,24.4932,21.2172,23.0424,33.096,299.47,1.99,0.0
2019-08-03 19:15:00+00:00,5.8568,5.812,6.122,8.7384,298.66,2.11,0.0
2019-08-03 19:30:00+00:00,0.0,0.0,0.0,0.0,297.86,2.24,0.0
2019-08-03 19:45:00+00:00,0.0,0.0,0.0,0.0,297.29,2.31,0.0
2019-08-03 20:00:00+00:00,0.0,0.0,0.0,0.0,296.96,2.32,0.0
2019-08-03 20:15:00+00:00,0.0,0.0,0.0,0.0,296.64,2.33,0.0
2019-08-03 20:30:00+00:00,0.0,0.0,0.0,0.0,296.31,2.34,0.0
2019-08-03 20:45:00+00:00,0.0,0.0,0.0,0.0,296.02,2.34,0.0
2019-08-03 21:00:00+00:00,0.0,0.0,0.0,0.0,295.75,2.32,0.0
2019-08-03 21:15:00+00:00,0.0,0.0,0.0,0.0,295.48,2.3,0.0
2019-08-03 21:30:00+00:00,0.0,0.0,0.0,0.0,295.21,2.2800000000000002,0.0
2019-08-03 21:45:00+00:00,0.0,0.0,0.0,0.0,294.97,2.25,0.0
2019-08-03 22:00:00+00:00,0.0,0.0,0.0,0.0,294.76,2.22,0.0
2019-08-03 22:15:00+00:00,0.0,0.0,0.0,0.0,294.55,2.18,0.0
2019-08-03 22:30:00+00:00,0.0,0.0,0.0,0.0,294.34,2.15,0.0
2019-08-03 22:45:00+00:00,0.0,0.0,0.0,0.0,294.15,2.1,0.0
2019-08-03 23:00:00+00:00,0.0,0.0,0.0,0.0,293.98,2.03,0.0
