,Vdc,Idc,Pac,Pdc
2019-09-10 09:30:00+02:00,598.0952380952381,13.420000076300001,7478.176424623884,8026.438140872762
2019-09-10 09:45:00+02:00,595.2380952380952,18.75,10575.772859325978,11160.714285714284
2019-09-10 10:00:00+02:00,586.6666666666666,22.2800006866,12453.507974731052,13070.933736138666
2019-09-10 10:15:00+02:00,590.4761904761905,31.870000839199996,18196.093715405987,18818.476686003807
2019-09-10 10:30:00+02:00,585.7142857142857,36.5999984741,20802.576150197263,21437.141963401424
2019-09-10 10:45:00+02:00,576.1904761904761,43.1800003052,24204.89210737108,24879.904937758092
2019-09-10 11:00:00+02:00,563.8095238095239,48.5499992371,26673.87355266719,27372.9519508221
2019-09-10 11:15:00+02:00,557.1428571428571,62.1199989319,33833.17638191359,34609.71369063
2019-09-10 11:30:00+02:00,547.6190476190476,50.3199996948,26850.661003297242,27556.190309057143
2019-09-10 11:45:00+02:00,542.857142857143,74.7300033569,39730.205922712536,40567.71610803144
2019-09-10 12:00:00+02:00,526.6666666666666,74.8899993896,38593.87435421313,39442.066345189334
2019-09-10 12:15:00+02:00,536.1904761904761,39.1899986267,20367.524457243497,21013.304025554382
2019-09-10 12:30:00+02:00,551.4285714285714,30.719999313399995,16338.932016250588,16939.885335674855
2019-09-10 12:45:00+02:00,560.0,31.469999313399995,17030.943739035156,17623.199615503996
2019-09-10 13:00:00+02:00,559.0476190476192,38.1800003052,20706.79002756563,21344.43826585943
2019-09-10 13:15:00+02:00,553.3333333333334,47.2099990845,25427.226244406458,26122.86616009
2019-09-10 13:30:00+02:00,550.4761904761905,42.0,22447.939397279893,23120.0
2019-09-10 13:45:00+02:00,552.3809523809524,53.3699989319,28741.12868035293,29480.570838573334
2019-09-10 14:00:00+02:00,534.2857142857143,81.1100006104,42466.97580659818,43335.91461184229
2019-09-10 14:15:00+02:00,501.9047619047619,106.3099975586,52314.25015216741,53357.49401274496
2019-09-10 14:30:00+02:00,513.3333333333334,43.4199981689,21624.167426976044,22288.93239336867
2019-09-10 14:45:00+02:00,539.047619047619,53.1300010681,27915.278729070367,28639.600575756762
2019-09-10 15:00:00+02:00,540.952380952381,50.2299995422,26462.422006567835,27172.037847590094
2019-09-10 15:15:00+02:00,538.0952380952381,64.4899978638,33925.635444695225,34701.760755282856
2019-09-10 15:30:00+02:00,535.2380952380952,43.6199989319,22664.907597984584,23347.0851425979
2019-09-10 15:45:00+02:00,537.1428571428571,82.3600006104,43357.622048572244,44239.08604215771
2019-09-10 16:00:00+02:00,526.6666666666666,56.99000167849999,29285.839699448585,30014.734217343328
2019-09-10 16:15:00+02:00,542.8571428571429,49.7700004578,26307.948626790396,27018.000248520002
2019-09-10 16:30:00+02:00,534.2857142857143,82.0,42938.70037021944,43811.42857142857
2019-09-10 16:45:00+02:00,520.952380952381,84.5500030518,43168.701081977815,44046.52539936629
2019-09-10 17:00:00+02:00,529.5238095238095,55.5200004578,28652.538988576627,29399.162147177907
2019-09-10 17:15:00+02:00,549.5238095238095,55.400001525899995,29720.807415479358,30443.619886137425
2019-09-10 17:30:00+02:00,544.7619047619048,29.7399997711,15611.988678956686,16201.218922923048
2019-09-10 17:45:00+02:00,558.0952380952381,28.1700000763,15125.82593716698,15721.542899725522
2019-09-10 18:00:00+02:00,558.0952380952381,27.6499996185,14837.845901318471,15431.33312042
2019-09-10 18:15:00+02:00,556.1904761904761,19.690000534099998,10376.288457368322,10951.390773251807
2019-09-10 18:30:00+02:00,552.3809523809524,11.8599996567,5983.989846921082,6551.237905605714
2019-09-10 18:45:00+02:00,554.2857142857143,10.7899999619,5416.085966409442,5980.742836024571
2019-09-10 19:00:00+02:00,547.6190476190476,7.8099999428,3723.466530339641,4276.904730580953
2019-09-10 19:15:00+02:00,528.5714285714286,4.8299999237,2042.8896742205402,2552.99995967
2019-09-10 19:30:00+02:00,548.5714285714286,6.2199997902,2887.127336344809,3412.114170624
2019-09-10 19:45:00+02:00,534.2857142857143,4.3000001907,1786.1435700341387,2297.428673316857
2019-09-10 20:00:00+02:00,529.5238095238095,3.6500000954,1416.5564038068721,1932.761955278476
2019-09-10 20:15:00+02:00,522.8571428571429,2.4500000477,787.8924938986636,1281.0000249402858
2019-09-10 20:30:00+02:00,554.0,0.8000000119,108.89372968170453,443.2000065926
2019-09-10 20:45:00+02:00,532.0,-0.0599999987,-4.791333205000459,-31.9199993084
2019-09-10 21:00:00+02:00,,,,
2019-09-10 21:15:00+02:00,,,,
2019-09-10 21:30:00+02:00,,,,
2019-09-10 21:45:00+02:00,,,,
2019-09-10 22:00:00+02:00,,,,
2019-09-10 22:15:00+02:00,,,,
2019-09-10 22:30:00+02:00,,,,
2019-09-10 22:45:00+02:00,,,,
2019-09-10 23:00:00+02:00,,,,
2019-09-10 23:15:00+02:00,,,,
2019-09-10 23:30:00+02:00,,,,
2019-09-10 23:45:00+02:00,,,,
2019-09-11 00:00:00+02:00,,,,
2019-09-11 00:15:00+02:00,,,,
2019-09-11 00:30:00+02:00,,,,
2019-09-11 00:45:00+02:00,,,,
2019-09-11 01:00:00+02:00,,,,
2019-09-11 01:15:00+02:00,,,,
2019-09-11 01:30:00+02:00,,,,
2019-09-11 01:45:00+02:00,,,,
2019-09-11 02:00:00+02:00,,,,
2019-09-11 02:15:00+02:00,,,,
2019-09-11 02:30:00+02:00,,,,
2019-09-11 02:45:00+02:00,,,,
2019-09-11 03:00:00+02:00,,,,
2019-09-11 03:15:00+02:00,,,,
2019-09-11 03:30:00+02:00,,,,
2019-09-11 03:45:00+02:00,,,,
2019-09-11 04:00:00+02:00,,,,
2019-09-11 04:15:00+02:00,,,,
2019-09-11 04:30:00+02:00,,,,
2019-09-11 04:45:00+02:00,,,,
2019-09-11 05:00:00+02:00,,,,
2019-09-11 05:15:00+02:00,,,,
2019-09-11 05:30:00+02:00,,,,
2019-09-11 05:45:00+02:00,,,,
2019-09-11 06:00:00+02:00,,,,
2019-09-11 06:15:00+02:00,,,,
2019-09-11 06:30:00+02:00,,,,
2019-09-11 06:45:00+02:00,,,,
2019-09-11 07:00:00+02:00,,,,
2019-09-11 07:15:00+02:00,,,,
2019-09-11 07:30:00+02:00,466.0,0.0,0.0,0.0
2019-09-11 07:45:00+02:00,540.952380952381,0.0299999993,2.4359803579524395,16.22857104990476
2019-09-11 08:00:00+02:00,563.8095238095239,0.4499999881,25.59221965103154,253.7142790049524
2019-09-11 08:15:00+02:00,538.0952380952381,1.8799999952,538.3708320759766,1011.6190450361904
2019-09-11 08:30:00+02:00,560.952380952381,2.9800000190999993,1183.4489744385644,1671.6381059522853
2019-09-11 08:45:00+02:00,580.952380952381,3.7699999809,1677.761378789209,2190.190465094286
2019-09-11 09:00:00+02:00,594.2857142857143,5.7100000381000005,2867.8782472134862,3393.371451213715
2019-09-11 09:15:00+02:00,592.3809523809524,9.3999996185,5012.023615089825,5568.38072638762
2019-09-11 09:30:00+02:00,594.2857142857143,14.25,7900.415460918843,8468.57142857143
2019-09-11 09:45:00+02:00,602.8571428571429,19.8099994659,11356.101244991594,11942.599678014
2019-09-11 10:00:00+02:00,599.047619047619,25.4699993134,14659.368115474037,15257.74244583676
2019-09-11 10:15:00+02:00,592.3809523809524,31.350000381499996,17955.655287129317,18571.14308313619
2019-09-11 10:30:00+02:00,586.6666666666666,37.5,21349.17976134933,22000.0
2019-09-11 10:45:00+02:00,579.047619047619,43.1500015259,24316.26932809641,24985.905645473526
2019-09-11 11:00:00+02:00,565.7142857142857,47.4500007629,26135.879916691418,26843.14328872628
2019-09-11 11:15:00+02:00,558.0952380952381,51.7599983215,28148.77642732803,28887.008587046665
2019-09-11 11:30:00+02:00,548.5714285714286,56.5900001526,30315.109414834526,31043.65722656914
2019-09-11 11:45:00+02:00,540.0,65.3199996948,34491.23716025441,35272.799835192
2019-09-11 12:00:00+02:00,530.4761904761905,69.1399993896,35830.304618307404,36677.123485721146
2019-09-11 12:15:00+02:00,525.7142857142857,72.0999984741,37070.090394940926,37903.99919781257
2019-09-11 12:30:00+02:00,521.9047619047619,74.3099975586,37947.107476340694,38782.741582964576
2019-09-11 12:45:00+02:00,518.0952380952381,78.0400009155,39601.25291342608,40432.15285526857
2019-09-11 13:00:00+02:00,511.42857142857144,84.7300033569,42464.45730115862,43333.34457395743
2019-09-11 13:15:00+02:00,509.5238095238095,82.70999908449998,41282.48383029109,42142.713819245226
2019-09-11 13:30:00+02:00,517.1428571428571,83.3199996948,42217.649414628395,43088.34269931086
2019-09-11 13:45:00+02:00,514.2857142857143,81.6900024414,41152.27158500087,42012.00125557715
2019-09-11 14:00:00+02:00,509.5238095238095,92.3000030518,46098.309312881676,47029.04917401238
2019-09-11 14:15:00+02:00,502.85714285714283,93.8099975586,46242.71956217583,47173.02734375314
2019-09-11 14:30:00+02:00,501.9047619047619,93.7300033569,46112.09998188796,47043.535018177434
2019-09-11 14:45:00+02:00,499.04761904761904,93.7200012207,45841.5617647089,46770.743466330285
2019-09-11 15:00:00+02:00,497.14285714285717,93.5500030518,45582.77120246166,46507.71580289486
2019-09-11 15:15:00+02:00,494.2857142857143,91.2200012207,44185.48361976968,45088.74346051743
2019-09-11 15:30:00+02:00,496.1904761904762,90.3300018311,43934.91691415804,44820.8866228601
2019-09-11 15:45:00+02:00,499.04761904761904,89.2600021362,43656.88434776531,44544.991542256
2019-09-11 16:00:00+02:00,499.04761904761904,87.4700012207,42775.247293978515,43651.69584728267
2019-09-11 16:15:00+02:00,498.0952380952381,85.0699996948,41513.31204252812,42372.961752743235
2019-09-11 16:30:00+02:00,502.85714285714283,82.08999633789999,40442.650762147736,41279.54101562971
2019-09-11 16:45:00+02:00,507.6190476190476,78.6299972534,39074.2449893216,39914.08432005924
2019-09-11 17:00:00+02:00,511.42857142857144,74.9599990845,37516.92627128362,38336.685246072855
2019-09-11 17:15:00+02:00,516.1904761904761,60.88999938960001,30690.432671473412,31430.83778015543
2019-09-11 17:30:00+02:00,525.7142857142857,58.5099983215,30039.51534565804,30759.541974731426
2019-09-11 17:45:00+02:00,527.6190476190476,46.9799995422,24122.42790931147,24787.542615598853
2019-09-11 18:00:00+02:00,538.0952380952381,56.0800018311,29441.838216180488,30176.38193768714
2019-09-11 18:15:00+02:00,536.1904761904761,38.2000007629,19843.246611637413,20482.4765995359
2019-09-11 18:30:00+02:00,545.7142857142857,44.3499984741,23528.588215464482,24202.427738723138
2019-09-11 18:45:00+02:00,545.7142857142857,38.3899993896,20310.091235095497,20949.971095467426
2019-09-11 19:00:00+02:00,547.6190476190476,28.3199996948,14918.669718924812,15508.571261438094
2019-09-11 19:15:00+02:00,549.5238095238095,21.120000839200003,11034.504832542098,11605.94331830324
2019-09-11 19:30:00+02:00,544.7619047619048,13.4499998093,6771.564139857716,7327.047515161525
2019-09-11 19:45:00+02:00,528.5714285714286,6.2300000191,2772.1799012611373,3293.0000100957145
2019-09-11 20:00:00+02:00,505.7142857142857,2.4700000286,759.6164119450726,1249.1143001777143
2019-09-11 20:15:00+02:00,478.0952380952381,1.7000000477,358.37815608383977,812.7619275670476
2019-09-11 20:30:00+02:00,535.0,0.4300000072,21.161728339343377,230.05000385199997
2019-09-11 20:45:00+02:00,505.0,-0.0700000003,-5.306191516053111,-35.350000151500005
2019-09-11 21:00:00+02:00,,,,
2019-09-11 21:15:00+02:00,,,,
2019-09-11 21:30:00+02:00,,,,
2019-09-11 21:45:00+02:00,,,,
2019-09-11 22:00:00+02:00,,,,
2019-09-11 22:15:00+02:00,,,,
2019-09-11 22:30:00+02:00,,,,
2019-09-11 22:45:00+02:00,,,,
2019-09-11 23:00:00+02:00,,,,
2019-09-11 23:15:00+02:00,,,,
2019-09-11 23:30:00+02:00,,,,
2019-09-11 23:45:00+02:00,,,,
2019-09-12 00:00:00+02:00,,,,
2019-09-12 00:15:00+02:00,,,,
2019-09-12 00:30:00+02:00,,,,
2019-09-12 00:45:00+02:00,,,,
2019-09-12 01:00:00+02:00,,,,
2019-09-12 01:15:00+02:00,,,,
2019-09-12 01:30:00+02:00,,,,
2019-09-12 01:45:00+02:00,,,,
2019-09-12 02:00:00+02:00,,,,
2019-09-12 02:15:00+02:00,,,,
2019-09-12 02:30:00+02:00,,,,
2019-09-12 02:45:00+02:00,,,,
2019-09-12 03:00:00+02:00,,,,
2019-09-12 03:15:00+02:00,,,,
2019-09-12 03:30:00+02:00,,,,
2019-09-12 03:45:00+02:00,,,,
2019-09-12 04:00:00+02:00,,,,
2019-09-12 04:15:00+02:00,,,,
2019-09-12 04:30:00+02:00,,,,
2019-09-12 04:45:00+02:00,,,,
2019-09-12 05:00:00+02:00,,,,
2019-09-12 05:15:00+02:00,,,,
2019-09-12 05:30:00+02:00,,,,
2019-09-12 05:45:00+02:00,,,,
2019-09-12 06:00:00+02:00,,,,
2019-09-12 06:15:00+02:00,,,,
2019-09-12 06:30:00+02:00,,,,
2019-09-12 06:45:00+02:00,,,,
2019-09-12 07:00:00+02:00,,,,
2019-09-12 07:15:00+02:00,,,,
2019-09-12 07:30:00+02:00,462.0,0.0700000003,2.88725935106358,32.340000138600004
2019-09-12 07:45:00+02:00,539.047619047619,0.0599999987,2.8875143569059034,32.34285644209524
2019-09-12 08:00:00+02:00,595.2380952380952,0.1899999976,8.622694391481836,113.09523666666665
2019-09-12 08:15:00+02:00,480.95238095238096,1.6599999666,346.3373004007823,798.3809363171429
2019-09-12 08:30:00+02:00,549.5238095238095,2.3800001144,808.1716390535049,1307.8667295321904
2019-09-12 08:45:00+02:00,567.6190476190476,3.2699999809,1351.1588371114572,1856.1142748727618
2019-09-12 09:00:00+02:00,581.9047619047619,5.2300000191,2523.1967128577835,3043.361915876286
2019-09-12 09:15:00+02:00,589.5238095238095,8.8900003433,4699.2582286712195,5240.866869050191
2019-09-12 09:30:00+02:00,592.3809523809524,13.8299999237,7645.084991178931,8192.628526229906
2019-09-12 09:45:00+02:00,598.0952380952381,19.0499992371,10814.60764188703,11393.713829427428
